algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,K,n_seeds_tried,timeout_limit,display_name
MS_Degree(K=20),ext_mc_gen200-p0-9-44,maximum_clique,38,1.512616071,704,38,0,0,FALSE,"[1, 132, 5, 6, 135, 139, 13, 144, 145, 16, 22, 26, 154, 155, 161, 173, 46, 174, 48, 49, 175, 184, 58, 64, 198, 71, 76, 85, 89, 90, 94, 105, 107, 115, 118, 121, 125, 126]",gen200-p0-9-44,MS_Degree_K20,1,1,2.333851804,200,external,MS_Degree,N/A,20,20,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",ext_mc_gen200-p0-9-44,maximum_clique,37,0.704570193,174,37,0,0,FALSE,"[128, 1, 132, 133, 6, 135, 4, 144, 16, 19, 22, 26, 155, 156, 154, 161, 34, 39, 44, 174, 175, 48, 49, 177, 55, 58, 64, 68, 198, 76, 85, 98, 107, 118, 121, 125, 126]",gen200-p0-9-44,MS_CTQW_K5_cheb_d50,1,1,1.574589228,200,external,MS_CTQW,cheb_d50,5,5,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",ext_mc_gen200-p0-9-44,maximum_clique,37,0.838658308,348,37,0,0,FALSE,"[128, 1, 132, 133, 6, 135, 4, 144, 16, 19, 22, 26, 155, 156, 154, 161, 34, 39, 44, 174, 175, 48, 49, 177, 55, 58, 64, 68, 198, 76, 85, 98, 107, 118, 121, 125, 126]",gen200-p0-9-44,MS_CTQW_K10_krylov_m30,1,1,1.81519816,200,external,MS_CTQW,krylov_m30,10,10,,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",ext_mc_gen200-p0-9-44,maximum_clique,38,1.138207547,349,38,0,0,FALSE,"[1, 132, 5, 6, 135, 139, 13, 144, 145, 16, 22, 26, 154, 155, 161, 173, 46, 174, 48, 49, 175, 184, 58, 64, 198, 71, 76, 85, 89, 90, 94, 105, 107, 115, 118, 121, 125, 126]",gen200-p0-9-44,MS_CTQW_K10_cheb_d50,1,1,2.106567216,200,external,MS_CTQW,cheb_d50,10,10,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",ext_mc_gen200-p0-9-44,maximum_clique,38,1.479627958,705,38,0,0,FALSE,"[1, 132, 5, 6, 135, 139, 13, 144, 145, 16, 22, 26, 154, 155, 161, 173, 46, 174, 48, 49, 175, 184, 58, 64, 198, 71, 76, 85, 89, 90, 94, 105, 107, 115, 118, 121, 125, 126]",gen200-p0-9-44,MS_CTQW_K20_krylov_m30,1,1,2.523181278,200,external,MS_CTQW,krylov_m30,20,20,,MS_CTQW_krylov_m30
ClassicalClique,ext_mc_gen200-p0-9-44,maximum_clique,35,0.122915122,35,35,0,0,FALSE,"[128, 1, 2, 132, 137, 139, 14, 15, 16, 18, 22, 24, 25, 26, 160, 162, 165, 43, 173, 48, 49, 177, 51, 176, 66, 68, 69, 198, 73, 74, 75, 85, 87, 124, 125]",gen200-p0-9-44,ClassicalClique,2,2,0.982316931,200,external,ClassicalClique,N/A,0,,,ClassicalClique
"MS_CTQW(K=20,cheb_d50)",ext_mc_gen200-p0-9-44,maximum_clique,38,1.725531354,704,38,0,0,FALSE,"[1, 132, 5, 6, 135, 139, 13, 144, 145, 16, 22, 26, 154, 155, 161, 173, 46, 174, 48, 49, 175, 184, 58, 64, 198, 71, 76, 85, 89, 90, 94, 105, 107, 115, 118, 121, 125, 126]",gen200-p0-9-44,MS_CTQW_K20_cheb_d50,1,1,2.54814755,200,external,MS_CTQW,cheb_d50,20,20,,MS_CTQW_cheb_d50
MS_Random(K=5),ext_mc_gen200-p0-9-44,maximum_clique,37,0.395073144,177,37,0,0,FALSE,"[1, 4, 133, 137, 140, 13, 12, 143, 148, 22, 23, 155, 28, 165, 171, 48, 49, 178, 51, 179, 58, 59, 189, 64, 192, 194, 68, 198, 71, 76, 81, 85, 87, 106, 122, 125, 126]",gen200-p0-9-44,MS_Random_K5,2,2,1.250998117,200,external,MS_Random,N/A,5,5,,MS_Random
MS_Degree(K=5),ext_mc_gen200-p0-9-44,maximum_clique,38,0.376494516,174,38,0,0,FALSE,"[1, 132, 5, 6, 135, 139, 13, 144, 145, 16, 22, 26, 154, 155, 161, 173, 46, 174, 48, 49, 175, 184, 58, 64, 198, 71, 76, 85, 89, 90, 94, 105, 107, 115, 118, 121, 125, 126]",gen200-p0-9-44,MS_Degree_K5,2,2,1.227386109,200,external,MS_Degree,N/A,5,5,,MS_Degree
MS_Random(K=10),ext_mc_gen200-p0-9-44,maximum_clique,38,0.745443666,353,38,0,0,FALSE,"[128, 1, 134, 135, 142, 143, 18, 19, 149, 22, 155, 28, 161, 44, 173, 48, 49, 178, 51, 176, 59, 62, 192, 64, 66, 68, 69, 198, 71, 73, 74, 76, 81, 85, 87, 98, 121, 125]",gen200-p0-9-44,MS_Random_K10,2,2,1.52425945,200,external,MS_Random,N/A,10,10,,MS_Random
MS_Degree(K=10),ext_mc_gen200-p0-9-44,maximum_clique,38,0.727249112,352,38,0,0,FALSE,"[1, 132, 5, 6, 135, 139, 13, 144, 145, 16, 22, 26, 154, 155, 161, 173, 46, 174, 48, 49, 175, 184, 58, 64, 198, 71, 76, 85, 89, 90, 94, 105, 107, 115, 118, 121, 125, 126]",gen200-p0-9-44,MS_Degree_K10,2,2,1.538895157,200,external,MS_Degree,N/A,10,10,,MS_Degree
MS_Random(K=20),ext_mc_gen200-p0-9-44,maximum_clique,39,1.386228545,704,39,0,0,FALSE,"[128, 1, 2, 130, 132, 7, 137, 141, 142, 15, 145, 18, 19, 148, 149, 24, 154, 37, 46, 47, 48, 49, 176, 51, 177, 175, 54, 179, 62, 192, 66, 69, 198, 75, 85, 95, 122, 124, 125]",gen200-p0-9-44,MS_Random_K20,2,2,2.283791988,200,external,MS_Random,N/A,20,20,,MS_Random
"MS_CTQW(K=5,krylov_m30)",ext_mc_gen200-p0-9-44,maximum_clique,37,0.415756303,173,37,0,0,FALSE,"[128, 1, 132, 133, 6, 135, 4, 144, 16, 19, 22, 26, 155, 156, 154, 161, 34, 39, 44, 174, 175, 48, 49, 177, 55, 58, 64, 68, 198, 76, 85, 98, 107, 118, 121, 125, 126]",gen200-p0-9-44,MS_CTQW_K5_krylov_m30,2,2,1.210775331,200,external,MS_CTQW,krylov_m30,5,5,,MS_CTQW_krylov_m30
MS_Degree(K=20),ext_mc_gen200-p0-9-44,maximum_clique,38,1.432767465,704,38,0,0,FALSE,"[1, 132, 5, 6, 135, 139, 13, 144, 145, 16, 22, 26, 154, 155, 161, 173, 46, 174, 48, 49, 175, 184, 58, 64, 198, 71, 76, 85, 89, 90, 94, 105, 107, 115, 118, 121, 125, 126]",gen200-p0-9-44,MS_Degree_K20,2,2,2.227958633,200,external,MS_Degree,N/A,20,20,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",ext_mc_gen200-p0-9-44,maximum_clique,37,0.676762182,174,37,0,0,FALSE,"[128, 1, 132, 133, 6, 135, 4, 144, 16, 19, 22, 26, 155, 156, 154, 161, 34, 39, 44, 174, 175, 48, 49, 177, 55, 58, 64, 68, 198, 76, 85, 98, 107, 118, 121, 125, 126]",gen200-p0-9-44,MS_CTQW_K5_cheb_d50,2,2,1.515794024,200,external,MS_CTQW,cheb_d50,5,5,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",ext_mc_gen200-p0-9-44,maximum_clique,37,0.865845323,348,37,0,0,FALSE,"[128, 1, 132, 133, 6, 135, 4, 144, 16, 19, 22, 26, 155, 156, 154, 161, 34, 39, 44, 174, 175, 48, 49, 177, 55, 58, 64, 68, 198, 76, 85, 98, 107, 118, 121, 125, 126]",gen200-p0-9-44,MS_CTQW_K10_krylov_m30,2,2,1.83982943,200,external,MS_CTQW,krylov_m30,10,10,,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",ext_mc_gen200-p0-9-44,maximum_clique,38,1.07129612,349,38,0,0,FALSE,"[1, 132, 5, 6, 135, 139, 13, 144, 145, 16, 22, 26, 154, 155, 161, 173, 46, 174, 48, 49, 175, 184, 58, 64, 198, 71, 76, 85, 89, 90, 94, 105, 107, 115, 118, 121, 125, 126]",gen200-p0-9-44,MS_CTQW_K10_cheb_d50,2,2,2.034525957,200,external,MS_CTQW,cheb_d50,10,10,,MS_CTQW_cheb_d50
ClassicalClique,ext_mc_p-hat300-3,maximum_clique,32,0.172881868,32,32,0,0,FALSE,"[130, 3, 132, 262, 267, 272, 17, 148, 20, 152, 27, 158, 32, 289, 39, 296, 297, 298, 48, 55, 189, 74, 75, 204, 225, 97, 234, 238, 239, 118, 246, 254]",p-hat300-3,ClassicalClique,0,0,1.103545056,300,external,ClassicalClique,N/A,0,,,ClassicalClique
"MS_CTQW(K=20,krylov_m30)",ext_mc_gen200-p0-9-44,maximum_clique,38,1.550850858,705,38,0,0,FALSE,"[1, 132, 5, 6, 135, 139, 13, 144, 145, 16, 22, 26, 154, 155, 161, 173, 46, 174, 48, 49, 175, 184, 58, 64, 198, 71, 76, 85, 89, 90, 94, 105, 107, 115, 118, 121, 125, 126]",gen200-p0-9-44,MS_CTQW_K20_krylov_m30,2,2,2.491866341,200,external,MS_CTQW,krylov_m30,20,20,,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",ext_mc_gen200-p0-9-44,maximum_clique,38,1.887885686,704,38,0,0,FALSE,"[1, 132, 5, 6, 135, 139, 13, 144, 145, 16, 22, 26, 154, 155, 161, 173, 46, 174, 48, 49, 175, 184, 58, 64, 198, 71, 76, 85, 89, 90, 94, 105, 107, 115, 118, 121, 125, 126]",gen200-p0-9-44,MS_CTQW_K20_cheb_d50,2,2,2.810602483,200,external,MS_CTQW,cheb_d50,20,20,,MS_CTQW_cheb_d50
MS_Random(K=5),ext_mc_p-hat300-3,maximum_clique,32,0.630906448,152,32,0,0,FALSE,"[130, 3, 132, 262, 267, 272, 17, 148, 20, 152, 27, 158, 32, 289, 39, 296, 297, 298, 48, 55, 189, 74, 75, 204, 225, 97, 234, 238, 239, 118, 246, 254]",p-hat300-3,MS_Random_K5,0,0,1.508220197,300,external,MS_Random,N/A,5,5,,MS_Random
MS_Degree(K=5),ext_mc_p-hat300-3,maximum_clique,33,0.64097046,157,33,0,0,FALSE,"[258, 138, 271, 272, 273, 20, 148, 152, 25, 280, 27, 158, 32, 37, 165, 39, 295, 298, 171, 173, 47, 48, 178, 55, 189, 74, 75, 204, 97, 109, 238, 251, 254]",p-hat300-3,MS_Degree_K5,0,0,1.568725109,300,external,MS_Degree,N/A,5,5,,MS_Degree
MS_Random(K=10),ext_mc_p-hat300-3,maximum_clique,32,1.068254009,290,32,0,0,FALSE,"[258, 6, 138, 273, 20, 148, 279, 25, 27, 158, 162, 37, 165, 295, 39, 171, 47, 48, 178, 196, 74, 75, 204, 207, 218, 97, 106, 243, 119, 249, 251, 254]",p-hat300-3,MS_Random_K10,0,0,1.953361438,300,external,MS_Random,N/A,10,10,,MS_Random
MS_Degree(K=10),ext_mc_p-hat300-3,maximum_clique,34,1.249765525,312,34,0,0,FALSE,"[258, 3, 260, 137, 267, 18, 19, 20, 148, 286, 289, 164, 37, 292, 36, 42, 298, 47, 48, 176, 55, 189, 198, 75, 204, 78, 88, 90, 238, 245, 118, 246, 250, 254]",p-hat300-3,MS_Degree_K10,0,0,2.091749947,300,external,MS_Degree,N/A,10,10,,MS_Degree
MS_Random(K=20),ext_mc_p-hat300-3,maximum_clique,34,2.272408312,600,34,0,0,FALSE,"[259, 261, 134, 267, 144, 18, 148, 21, 23, 286, 289, 164, 37, 39, 296, 297, 173, 48, 55, 58, 189, 196, 198, 74, 75, 78, 86, 88, 220, 97, 225, 236, 246, 254]",p-hat300-3,MS_Random_K20,0,0,3.208067542,300,external,MS_Random,N/A,20,20,,MS_Random
"MS_CTQW(K=5,krylov_m30)",ext_mc_p-hat300-3,maximum_clique,34,0.711040989,155,34,0,0,FALSE,"[259, 132, 134, 267, 18, 148, 23, 286, 289, 164, 37, 39, 296, 297, 298, 173, 48, 55, 184, 189, 198, 74, 75, 204, 78, 86, 218, 225, 97, 109, 238, 239, 246, 254]",p-hat300-3,MS_CTQW_K5_krylov_m30,0,0,1.590529689,300,external,MS_CTQW,krylov_m30,5,5,,MS_CTQW_krylov_m30
MS_Degree(K=20),ext_mc_p-hat300-3,maximum_clique,34,2.525730124,626,34,0,0,FALSE,"[258, 3, 260, 137, 267, 18, 19, 20, 148, 286, 289, 164, 37, 292, 36, 42, 298, 47, 48, 176, 55, 189, 198, 75, 204, 78, 88, 90, 238, 245, 118, 246, 250, 254]",p-hat300-3,MS_Degree_K20,0,0,3.367208511,300,external,MS_Degree,N/A,20,20,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",ext_mc_p-hat300-3,maximum_clique,33,1.037073114,156,33,0,0,FALSE,"[3, 259, 267, 268, 272, 148, 152, 25, 155, 158, 289, 164, 37, 39, 296, 297, 298, 48, 55, 184, 189, 198, 74, 75, 204, 78, 97, 225, 230, 109, 238, 239, 254]",p-hat300-3,MS_CTQW_K5_cheb_d50,0,0,1.906387922,300,external,MS_CTQW,cheb_d50,5,5,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",ext_mc_p-hat300-3,maximum_clique,34,1.343207529,311,34,0,0,FALSE,"[259, 132, 134, 267, 18, 148, 23, 286, 289, 164, 37, 39, 296, 297, 298, 173, 48, 55, 184, 189, 198, 74, 75, 204, 78, 86, 218, 225, 97, 109, 238, 239, 246, 254]",p-hat300-3,MS_CTQW_K10_krylov_m30,0,0,2.32457892,300,external,MS_CTQW,krylov_m30,10,10,,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",ext_mc_p-hat300-3,maximum_clique,33,1.47290031,313,33,0,0,FALSE,"[3, 259, 267, 268, 272, 148, 152, 25, 155, 158, 289, 164, 37, 39, 296, 297, 298, 48, 55, 184, 189, 198, 74, 75, 204, 78, 97, 225, 230, 109, 238, 239, 254]",p-hat300-3,MS_CTQW_K10_cheb_d50,0,0,2.366043279,300,external,MS_CTQW,cheb_d50,10,10,,MS_CTQW_cheb_d50
ClassicalClique,ext_mc_p-hat300-3,maximum_clique,32,0.182577526,32,32,0,0,FALSE,"[130, 3, 132, 262, 267, 272, 17, 148, 20, 152, 27, 158, 32, 289, 39, 296, 297, 298, 48, 55, 189, 74, 75, 204, 225, 97, 234, 238, 239, 118, 246, 254]",p-hat300-3,ClassicalClique,1,1,1.084296082,300,external,ClassicalClique,N/A,0,,,ClassicalClique
"MS_CTQW(K=20,krylov_m30)",ext_mc_p-hat300-3,maximum_clique,34,2.771484768,616,34,0,0,FALSE,"[259, 132, 134, 267, 18, 148, 23, 286, 289, 164, 37, 39, 296, 297, 298, 173, 48, 55, 184, 189, 198, 74, 75, 204, 78, 86, 218, 225, 97, 109, 238, 239, 246, 254]",p-hat300-3,MS_CTQW_K20_krylov_m30,0,0,3.844409355,300,external,MS_CTQW,krylov_m30,20,20,,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",ext_mc_p-hat300-3,maximum_clique,34,2.727374372,629,34,0,0,FALSE,"[258, 3, 260, 137, 267, 18, 19, 20, 148, 286, 289, 164, 37, 292, 36, 42, 298, 47, 48, 176, 55, 189, 198, 75, 204, 78, 88, 90, 238, 245, 118, 246, 250, 254]",p-hat300-3,MS_CTQW_K20_cheb_d50,0,0,3.604653661,300,external,MS_CTQW,cheb_d50,20,20,,MS_CTQW_cheb_d50
MS_Random(K=5),ext_mc_p-hat300-3,maximum_clique,34,0.634499315,152,34,0,0,FALSE,"[3, 132, 138, 272, 18, 19, 148, 20, 23, 159, 32, 289, 292, 165, 39, 296, 297, 298, 173, 175, 48, 55, 189, 75, 208, 218, 220, 225, 97, 234, 238, 244, 246, 254]",p-hat300-3,MS_Random_K5,1,1,1.519203498,300,external,MS_Random,N/A,5,5,,MS_Random
MS_Degree(K=5),ext_mc_p-hat300-3,maximum_clique,33,0.69831221,157,33,0,0,FALSE,"[258, 138, 271, 272, 273, 20, 148, 152, 25, 280, 27, 158, 32, 37, 165, 39, 295, 298, 171, 173, 47, 48, 178, 55, 189, 74, 75, 204, 97, 109, 238, 251, 254]",p-hat300-3,MS_Degree_K5,1,1,1.604791864,300,external,MS_Degree,N/A,5,5,,MS_Degree
MS_Random(K=10),ext_mc_p-hat300-3,maximum_clique,33,1.113669379,305,33,0,0,FALSE,"[3, 267, 268, 272, 18, 20, 148, 23, 152, 25, 155, 289, 164, 37, 39, 296, 297, 298, 48, 55, 189, 198, 74, 75, 204, 78, 93, 97, 225, 238, 239, 118, 254]",p-hat300-3,MS_Random_K10,1,1,1.983535382,300,external,MS_Random,N/A,10,10,,MS_Random
MS_Degree(K=10),ext_mc_p-hat300-3,maximum_clique,34,1.241841055,312,34,0,0,FALSE,"[258, 3, 260, 137, 267, 18, 19, 20, 148, 286, 289, 164, 37, 292, 36, 42, 298, 47, 48, 176, 55, 189, 198, 75, 204, 78, 88, 90, 238, 245, 118, 246, 250, 254]",p-hat300-3,MS_Degree_K10,1,1,2.124967002,300,external,MS_Degree,N/A,10,10,,MS_Degree
"MS_CTQW(K=5,krylov_m30)",ext_mc_p-hat300-3,maximum_clique,34,0.681383688,155,34,0,0,FALSE,"[259, 132, 134, 267, 18, 148, 23, 286, 289, 164, 37, 39, 296, 297, 298, 173, 48, 55, 184, 189, 198, 74, 75, 204, 78, 86, 218, 225, 97, 109, 238, 239, 246, 254]",p-hat300-3,MS_CTQW_K5_krylov_m30,1,1,1.633931698,300,external,MS_CTQW,krylov_m30,5,5,,MS_CTQW_krylov_m30
MS_Random(K=20),ext_mc_p-hat300-3,maximum_clique,33,2.320341187,600,33,0,0,FALSE,"[258, 3, 259, 272, 148, 280, 152, 25, 155, 158, 159, 289, 164, 39, 295, 296, 298, 48, 176, 178, 55, 189, 191, 74, 75, 204, 78, 221, 224, 238, 239, 244, 254]",p-hat300-3,MS_Random_K20,1,1,3.190236132,300,external,MS_Random,N/A,20,20,,MS_Random
MS_Degree(K=20),ext_mc_p-hat300-3,maximum_clique,34,2.777240267,626,34,0,0,FALSE,"[258, 3, 260, 137, 267, 18, 19, 20, 148, 286, 289, 164, 37, 292, 36, 42, 298, 47, 48, 176, 55, 189, 198, 75, 204, 78, 88, 90, 238, 245, 118, 246, 250, 254]",p-hat300-3,MS_Degree_K20,1,1,3.656374994,300,external,MS_Degree,N/A,20,20,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",ext_mc_p-hat300-3,maximum_clique,33,0.875860474,156,33,0,0,FALSE,"[3, 259, 267, 268, 272, 148, 152, 25, 155, 158, 289, 164, 37, 39, 296, 297, 298, 48, 55, 184, 189, 198, 74, 75, 204, 78, 97, 225, 230, 109, 238, 239, 254]",p-hat300-3,MS_CTQW_K5_cheb_d50,1,1,1.777349898,300,external,MS_CTQW,cheb_d50,5,5,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",ext_mc_p-hat300-3,maximum_clique,34,1.307999863,311,34,0,0,FALSE,"[259, 132, 134, 267, 18, 148, 23, 286, 289, 164, 37, 39, 296, 297, 298, 173, 48, 55, 184, 189, 198, 74, 75, 204, 78, 86, 218, 225, 97, 109, 238, 239, 246, 254]",p-hat300-3,MS_CTQW_K10_krylov_m30,1,1,2.327432729,300,external,MS_CTQW,krylov_m30,10,10,,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",ext_mc_p-hat300-3,maximum_clique,33,1.458789718,313,33,0,0,FALSE,"[3, 259, 267, 268, 272, 148, 152, 25, 155, 158, 289, 164, 37, 39, 296, 297, 298, 48, 55, 184, 189, 198, 74, 75, 204, 78, 97, 225, 230, 109, 238, 239, 254]",p-hat300-3,MS_CTQW_K10_cheb_d50,1,1,2.346056477,300,external,MS_CTQW,cheb_d50,10,10,,MS_CTQW_cheb_d50
ClassicalClique,ext_mc_p-hat300-3,maximum_clique,32,0.180438824,32,32,0,0,FALSE,"[130, 3, 132, 262, 267, 272, 17, 148, 20, 152, 27, 158, 32, 289, 39, 296, 297, 298, 48, 55, 189, 74, 75, 204, 225, 97, 234, 238, 239, 118, 246, 254]",p-hat300-3,ClassicalClique,2,2,1.053358759,300,external,ClassicalClique,N/A,0,,,ClassicalClique
"MS_CTQW(K=20,krylov_m30)",ext_mc_p-hat300-3,maximum_clique,34,2.543390653,616,34,0,0,FALSE,"[259, 132, 134, 267, 18, 148, 23, 286, 289, 164, 37, 39, 296, 297, 298, 173, 48, 55, 184, 189, 198, 74, 75, 204, 78, 86, 218, 225, 97, 109, 238, 239, 246, 254]",p-hat300-3,MS_CTQW_K20_krylov_m30,1,1,3.610261278,300,external,MS_CTQW,krylov_m30,20,20,,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",ext_mc_p-hat300-3,maximum_clique,34,2.54611868,629,34,0,0,FALSE,"[258, 3, 260, 137, 267, 18, 19, 20, 148, 286, 289, 164, 37, 292, 36, 42, 298, 47, 48, 176, 55, 189, 198, 75, 204, 78, 88, 90, 238, 245, 118, 246, 250, 254]",p-hat300-3,MS_CTQW_K20_cheb_d50,1,1,3.473573406,300,external,MS_CTQW,cheb_d50,20,20,,MS_CTQW_cheb_d50
MS_Random(K=5),ext_mc_p-hat300-3,maximum_clique,33,0.618023948,145,33,0,0,FALSE,"[6, 136, 138, 271, 148, 20, 27, 158, 159, 32, 289, 165, 39, 295, 298, 173, 47, 48, 178, 55, 196, 199, 74, 75, 204, 88, 218, 97, 225, 234, 238, 251, 254]",p-hat300-3,MS_Random_K5,2,2,1.468615267,300,external,MS_Random,N/A,5,5,,MS_Random
MS_Degree(K=5),ext_mc_p-hat300-3,maximum_clique,33,0.687256907,157,33,0,0,FALSE,"[258, 138, 271, 272, 273, 20, 148, 152, 25, 280, 27, 158, 32, 37, 165, 39, 295, 298, 171, 173, 47, 48, 178, 55, 189, 74, 75, 204, 97, 109, 238, 251, 254]",p-hat300-3,MS_Degree_K5,2,2,1.53223965,300,external,MS_Degree,N/A,5,5,,MS_Degree
MS_Random(K=10),ext_mc_p-hat300-3,maximum_clique,33,1.149589842,303,33,0,0,FALSE,"[6, 136, 138, 271, 148, 20, 27, 158, 159, 32, 289, 165, 39, 295, 298, 173, 47, 48, 178, 55, 196, 199, 74, 75, 204, 88, 218, 97, 225, 234, 238, 251, 254]",p-hat300-3,MS_Random_K10,2,2,2.001238701,300,external,MS_Random,N/A,10,10,,MS_Random
MS_Degree(K=10),ext_mc_p-hat300-3,maximum_clique,34,1.239951555,312,34,0,0,FALSE,"[258, 3, 260, 137, 267, 18, 19, 20, 148, 286, 289, 164, 37, 292, 36, 42, 298, 47, 48, 176, 55, 189, 198, 75, 204, 78, 88, 90, 238, 245, 118, 246, 250, 254]",p-hat300-3,MS_Degree_K10,2,2,2.159151837,300,external,MS_Degree,N/A,10,10,,MS_Degree
MS_Random(K=20),ext_mc_p-hat300-3,maximum_clique,34,2.296498417,588,34,0,0,FALSE,"[261, 267, 272, 145, 18, 148, 20, 23, 155, 289, 164, 37, 39, 296, 297, 48, 55, 58, 198, 74, 75, 204, 78, 210, 212, 86, 88, 225, 97, 106, 236, 239, 246, 118]",p-hat300-3,MS_Random_K20,2,2,3.155430109,300,external,MS_Random,N/A,20,20,,MS_Random
"MS_CTQW(K=5,krylov_m30)",ext_mc_p-hat300-3,maximum_clique,34,0.686328029,155,34,0,0,FALSE,"[259, 132, 134, 267, 18, 148, 23, 286, 289, 164, 37, 39, 296, 297, 298, 173, 48, 55, 184, 189, 198, 74, 75, 204, 78, 86, 218, 225, 97, 109, 238, 239, 246, 254]",p-hat300-3,MS_CTQW_K5_krylov_m30,2,2,1.584736781,300,external,MS_CTQW,krylov_m30,5,5,,MS_CTQW_krylov_m30
MS_Degree(K=20),ext_mc_p-hat300-3,maximum_clique,34,2.485229535,626,34,0,0,FALSE,"[258, 3, 260, 137, 267, 18, 19, 20, 148, 286, 289, 164, 37, 292, 36, 42, 298, 47, 48, 176, 55, 189, 198, 75, 204, 78, 88, 90, 238, 245, 118, 246, 250, 254]",p-hat300-3,MS_Degree_K20,2,2,3.327799952,300,external,MS_Degree,N/A,20,20,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",ext_mc_p-hat300-3,maximum_clique,33,0.855395278,156,33,0,0,FALSE,"[3, 259, 267, 268, 272, 148, 152, 25, 155, 158, 289, 164, 37, 39, 296, 297, 298, 48, 55, 184, 189, 198, 74, 75, 204, 78, 97, 225, 230, 109, 238, 239, 254]",p-hat300-3,MS_CTQW_K5_cheb_d50,2,2,1.706441301,300,external,MS_CTQW,cheb_d50,5,5,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",ext_mc_p-hat300-3,maximum_clique,34,1.369793348,311,34,0,0,FALSE,"[259, 132, 134, 267, 18, 148, 23, 286, 289, 164, 37, 39, 296, 297, 298, 173, 48, 55, 184, 189, 198, 74, 75, 204, 78, 86, 218, 225, 97, 109, 238, 239, 246, 254]",p-hat300-3,MS_CTQW_K10_krylov_m30,2,2,2.375169972,300,external,MS_CTQW,krylov_m30,10,10,,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",ext_mc_p-hat300-3,maximum_clique,33,1.523828295,313,33,0,0,FALSE,"[3, 259, 267, 268, 272, 148, 152, 25, 155, 158, 289, 164, 37, 39, 296, 297, 298, 48, 55, 184, 189, 198, 74, 75, 204, 78, 97, 225, 230, 109, 238, 239, 254]",p-hat300-3,MS_CTQW_K10_cheb_d50,2,2,2.359578794,300,external,MS_CTQW,cheb_d50,10,10,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",ext_mc_p-hat300-3,maximum_clique,34,2.411016294,616,34,0,0,FALSE,"[259, 132, 134, 267, 18, 148, 23, 286, 289, 164, 37, 39, 296, 297, 298, 173, 48, 55, 184, 189, 198, 74, 75, 204, 78, 86, 218, 225, 97, 109, 238, 239, 246, 254]",p-hat300-3,MS_CTQW_K20_krylov_m30,2,2,3.303914591,300,external,MS_CTQW,krylov_m30,20,20,,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",ext_mc_p-hat300-3,maximum_clique,34,2.560547896,629,34,0,0,FALSE,"[258, 3, 260, 137, 267, 18, 19, 20, 148, 286, 289, 164, 37, 292, 36, 42, 298, 47, 48, 176, 55, 189, 198, 75, 204, 78, 88, 90, 238, 245, 118, 246, 250, 254]",p-hat300-3,MS_CTQW_K20_cheb_d50,2,2,3.382712717,300,external,MS_CTQW,cheb_d50,20,20,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",ext_mc_C1000-9,maximum_clique,60,194.4390322,1152,60,0,0,FALSE,"[128, 643, 261, 6, 263, 776, 777, 525, 782, 527, 143, 147, 787, 275, 917, 789, 284, 542, 31, 800, 33, 549, 681, 425, 299, 553, 812, 305, 180, 438, 567, 311, 695, 955, 65, 70, 456, 203, 204, 461, 719, 977, 724, 340, 598, 344, 218, 861, 351, 869, 102, 617, 363, 747, 238, 623, 760, 368, 246, 504]",C1000-9,MS_CTQW_K20_krylov_m30,2,2,195.3272752,1000,external,MS_CTQW,krylov_m30,20,20,,MS_CTQW_krylov_m30
