algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,T0,cooling_rate,t,lam,alpha,init_method,display_name
QuantumGreedy(cheb_d50),mc_n500_p01_k20_003,maximum_clique,20.0,4.751968323995243,19,20,20,1.0,False,"[270, 404, 36, 421, 423, 441, 62, 202, 459, 331, 333, 87, 347, 490, 106, 236, 112, 242, 120, 250]",mc_n500_p01_k20,QuantumGreedy_cheb_d50,1,1,6.5888006029999815,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n500_p01_k20_004,maximum_clique,20.0,1.0734806269974797,19,20,20,1.0,False,"[138, 401, 417, 292, 423, 295, 53, 182, 198, 72, 216, 348, 94, 97, 232, 104, 488, 108, 237, 497]",mc_n500_p01_k20,QuantumGreedy_krylov_m30,0,0,2.3459365570015507,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k20_004,maximum_clique,20.0,0.0074678339951788075,20,20,20,1.0,False,"[138, 401, 417, 292, 423, 295, 53, 182, 198, 72, 216, 348, 94, 97, 104, 232, 488, 108, 237, 497]",mc_n500_p01_k20,ClassicalDegree,1,1,1.587056668002333,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k20_004,maximum_clique,20.0,0.17031578200112563,20,20,20,1.0,False,"[138, 401, 417, 292, 423, 295, 53, 182, 198, 72, 216, 348, 94, 97, 104, 232, 488, 108, 237, 497]",mc_n500_p01_k20,ClassicalClique,1,1,1.5537772919997224,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k20_004,maximum_clique,4.0,0.21574290799617302,2000,4,20,0.0,False,"[208, 129, 56, 68]",mc_n500_p01_k20,SimulatedAnnealing,1,1,1.564670847998059,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n500_p01_k20_004,maximum_clique,20.0,3.835979581999709,19,20,20,1.0,False,"[138, 401, 417, 292, 423, 295, 53, 182, 198, 72, 216, 348, 94, 97, 232, 104, 488, 108, 237, 497]",mc_n500_p01_k20,QuantumGreedy_cheb_d50,0,0,5.264096910002991,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n500_p01_k20_004,maximum_clique,20.0,0.7591327710033511,19,20,20,1.0,False,"[138, 401, 417, 292, 423, 295, 53, 182, 198, 72, 216, 348, 94, 97, 232, 104, 488, 108, 237, 497]",mc_n500_p01_k20,QuantumGreedy_krylov_m30,1,1,2.1531273540022084,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k30_000,maximum_clique,30.0,0.012585992997628637,30,30,30,1.0,False,"[256, 135, 393, 401, 275, 147, 405, 406, 281, 26, 28, 422, 423, 38, 425, 436, 437, 182, 59, 316, 447, 206, 86, 473, 89, 475, 359, 495, 499, 247]",mc_n500_p01_k30,ClassicalDegree,0,0,1.2184430699999211,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k30_000,maximum_clique,30.0,0.10544192499946803,30,30,30,1.0,False,"[256, 135, 393, 401, 147, 275, 405, 406, 281, 26, 28, 38, 423, 422, 425, 436, 437, 182, 59, 316, 447, 206, 86, 473, 89, 475, 359, 495, 499, 247]",mc_n500_p01_k30,ClassicalClique,0,0,1.3169123269981355,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k30_000,maximum_clique,30.0,0.22227375199872768,2000,30,30,1.0,False,"[256, 135, 393, 206, 401, 147, 275, 405, 86, 406, 89, 281, 26, 475, 28, 473, 38, 423, 422, 425, 359, 495, 499, 436, 437, 182, 247, 59, 316, 447]",mc_n500_p01_k30,SimulatedAnnealing,0,0,1.5540318639978068,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p01_k30_000,maximum_clique,30.0,1.4143205030050012,29,30,30,1.0,False,"[256, 135, 393, 401, 275, 147, 405, 406, 281, 26, 28, 422, 38, 423, 425, 436, 437, 182, 59, 316, 447, 206, 86, 89, 473, 475, 359, 495, 499, 247]",mc_n500_p01_k30,QuantumGreedy_krylov_m30,0,0,2.6809237740017124,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n500_p01_k20_004,maximum_clique,20.0,4.306223567997222,19,20,20,1.0,False,"[138, 401, 417, 292, 423, 295, 53, 182, 198, 72, 216, 348, 94, 97, 232, 104, 488, 108, 237, 497]",mc_n500_p01_k20,QuantumGreedy_cheb_d50,1,1,5.8120306790006,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n500_p01_k30_000,maximum_clique,30.0,0.006425553001463413,30,30,30,1.0,False,"[256, 135, 393, 401, 275, 147, 405, 406, 281, 26, 28, 422, 423, 38, 425, 436, 437, 182, 59, 316, 447, 206, 86, 473, 89, 475, 359, 495, 499, 247]",mc_n500_p01_k30,ClassicalDegree,1,1,1.3815699810002116,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k30_000,maximum_clique,30.0,0.12295022699981928,30,30,30,1.0,False,"[256, 135, 393, 401, 147, 275, 405, 406, 281, 26, 28, 38, 423, 422, 425, 436, 437, 182, 59, 316, 447, 206, 86, 473, 89, 475, 359, 495, 499, 247]",mc_n500_p01_k30,ClassicalClique,1,1,1.530107008999039,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k30_000,maximum_clique,30.0,0.1953470579974237,2000,30,30,1.0,False,"[256, 135, 393, 206, 401, 147, 275, 405, 406, 86, 473, 26, 475, 28, 281, 89, 38, 423, 359, 422, 425, 495, 499, 436, 437, 182, 247, 59, 316, 447]",mc_n500_p01_k30,SimulatedAnnealing,1,1,1.5712098629956017,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p01_k30_000,maximum_clique,30.0,1.9106854749988997,29,30,30,1.0,False,"[256, 135, 393, 401, 275, 147, 405, 406, 281, 26, 28, 422, 38, 423, 425, 436, 437, 182, 59, 316, 447, 206, 86, 89, 473, 475, 359, 495, 499, 247]",mc_n500_p01_k30,QuantumGreedy_krylov_m30,1,1,3.673455787000421,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k30_001,maximum_clique,30.0,0.018102408001141157,30,30,30,1.0,False,"[2, 131, 5, 14, 400, 272, 21, 156, 162, 296, 170, 427, 430, 312, 189, 64, 454, 457, 330, 458, 463, 464, 80, 467, 350, 95, 227, 497, 248, 249]",mc_n500_p01_k30,ClassicalDegree,0,0,1.4964047780013061,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k30_001,maximum_clique,30.0,0.3300988699993468,30,30,30,1.0,False,"[2, 131, 5, 14, 400, 272, 21, 156, 162, 296, 170, 427, 430, 312, 189, 64, 454, 457, 330, 458, 463, 80, 464, 467, 350, 95, 227, 497, 248, 249]",mc_n500_p01_k30,ClassicalClique,0,0,2.1919018349944963,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(cheb_d50),mc_n500_p01_k30_000,maximum_clique,30.0,8.935290825000266,29,30,30,1.0,False,"[256, 135, 393, 401, 275, 147, 405, 406, 281, 26, 28, 422, 38, 423, 425, 436, 437, 182, 59, 316, 447, 206, 86, 89, 473, 475, 359, 495, 499, 247]",mc_n500_p01_k30,QuantumGreedy_cheb_d50,0,0,11.0553970040055,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
SimulatedAnnealing,mc_n500_p01_k30_001,maximum_clique,4.0,0.2839991779983393,2000,4,30,0.0,False,"[8, 138, 459, 103]",mc_n500_p01_k30,SimulatedAnnealing,0,0,1.5721821619954426,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p01_k30_001,maximum_clique,30.0,1.7257871299952967,29,30,30,1.0,False,"[2, 131, 5, 14, 272, 400, 21, 156, 162, 296, 170, 427, 430, 312, 189, 64, 454, 457, 458, 330, 463, 80, 464, 467, 350, 95, 227, 497, 248, 249]",mc_n500_p01_k30,QuantumGreedy_krylov_m30,0,0,2.8777018260007026,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k30_001,maximum_clique,30.0,0.015487741999095306,30,30,30,1.0,False,"[2, 131, 5, 14, 400, 272, 21, 156, 162, 296, 170, 427, 430, 312, 189, 64, 454, 457, 330, 458, 463, 464, 80, 467, 350, 95, 227, 497, 248, 249]",mc_n500_p01_k30,ClassicalDegree,1,1,2.0130702590031433,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k30_001,maximum_clique,30.0,0.24969896100083133,30,30,30,1.0,False,"[2, 131, 5, 14, 400, 272, 21, 156, 162, 296, 170, 427, 430, 312, 189, 64, 454, 457, 330, 458, 463, 80, 464, 467, 350, 95, 227, 497, 248, 249]",mc_n500_p01_k30,ClassicalClique,1,1,2.009808568000153,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(cheb_d50),mc_n500_p01_k30_000,maximum_clique,30.0,11.312188734998927,29,30,30,1.0,False,"[256, 135, 393, 401, 275, 147, 405, 406, 281, 26, 28, 422, 38, 423, 425, 436, 437, 182, 59, 316, 447, 206, 86, 89, 473, 475, 359, 495, 499, 247]",mc_n500_p01_k30,QuantumGreedy_cheb_d50,1,1,13.762844310003857,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
SimulatedAnnealing,mc_n500_p01_k30_001,maximum_clique,30.0,0.1719487680020393,2000,30,30,1.0,False,"[64, 2, 131, 5, 454, 457, 458, 330, 14, 463, 400, 272, 80, 464, 467, 21, 156, 350, 95, 248, 162, 227, 296, 170, 427, 430, 497, 312, 249, 189]",mc_n500_p01_k30,SimulatedAnnealing,1,1,1.1327277379969019,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p01_k30_001,maximum_clique,30.0,1.151546483997663,29,30,30,1.0,False,"[2, 131, 5, 14, 272, 400, 21, 156, 162, 296, 170, 427, 430, 312, 189, 64, 454, 457, 458, 330, 463, 80, 464, 467, 350, 95, 227, 497, 248, 249]",mc_n500_p01_k30,QuantumGreedy_krylov_m30,1,1,2.2904714519972913,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k30_002,maximum_clique,30.0,0.02209915700223064,30,30,30,1.0,False,"[257, 130, 389, 263, 139, 16, 148, 151, 34, 35, 170, 48, 305, 312, 62, 448, 73, 206, 352, 99, 227, 357, 358, 102, 106, 236, 242, 370, 375, 120]",mc_n500_p01_k30,ClassicalDegree,0,0,1.9568528480012901,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k30_002,maximum_clique,30.0,0.18779007300327066,30,30,30,1.0,False,"[257, 130, 389, 263, 139, 16, 148, 151, 34, 35, 170, 48, 305, 312, 62, 448, 73, 206, 352, 99, 227, 357, 102, 358, 106, 236, 242, 370, 375, 120]",mc_n500_p01_k30,ClassicalClique,0,0,1.3855141399981221,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k30_002,maximum_clique,30.0,0.4688119020065642,2000,30,30,1.0,False,"[448, 257, 130, 389, 263, 73, 139, 206, 16, 148, 151, 120, 352, 34, 35, 99, 227, 357, 102, 358, 170, 106, 236, 48, 305, 242, 370, 375, 312, 62]",mc_n500_p01_k30,SimulatedAnnealing,0,0,2.3920032879977953,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n500_p01_k30_001,maximum_clique,30.0,12.817069837001327,29,30,30,1.0,False,"[2, 131, 5, 14, 272, 400, 21, 156, 162, 296, 170, 427, 430, 312, 189, 64, 454, 457, 458, 330, 463, 80, 464, 467, 350, 95, 227, 497, 248, 249]",mc_n500_p01_k30,QuantumGreedy_cheb_d50,0,0,14.454403378003917,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n500_p01_k30_002,maximum_clique,30.0,1.512749328998325,29,30,30,1.0,False,"[257, 130, 389, 263, 139, 16, 148, 151, 34, 35, 170, 48, 305, 312, 62, 448, 73, 206, 352, 227, 99, 357, 102, 358, 106, 236, 370, 242, 375, 120]",mc_n500_p01_k30,QuantumGreedy_krylov_m30,0,0,3.0555503419964225,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k30_002,maximum_clique,30.0,0.01796487699903082,30,30,30,1.0,False,"[257, 130, 389, 263, 139, 16, 148, 151, 34, 35, 170, 48, 305, 312, 62, 448, 73, 206, 352, 99, 227, 357, 358, 102, 106, 236, 242, 370, 375, 120]",mc_n500_p01_k30,ClassicalDegree,1,1,1.1596819530022913,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k30_002,maximum_clique,30.0,0.10793169899989152,30,30,30,1.0,False,"[257, 130, 389, 263, 139, 16, 148, 151, 34, 35, 170, 48, 305, 312, 62, 448, 73, 206, 352, 99, 227, 357, 102, 358, 106, 236, 242, 370, 375, 120]",mc_n500_p01_k30,ClassicalClique,1,1,1.3274421200039797,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k30_002,maximum_clique,5.0,0.2035870480031008,2000,5,30,0.0,False,"[177, 1, 68, 213, 489]",mc_n500_p01_k30,SimulatedAnnealing,1,1,1.4887818529969081,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p01_k30_002,maximum_clique,30.0,1.5646446579994517,29,30,30,1.0,False,"[257, 130, 389, 263, 139, 16, 148, 151, 34, 35, 170, 48, 305, 312, 62, 448, 73, 206, 352, 227, 99, 357, 102, 358, 106, 236, 370, 242, 375, 120]",mc_n500_p01_k30,QuantumGreedy_krylov_m30,1,1,2.9529440339974826,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n500_p01_k30_001,maximum_clique,30.0,15.45901240799867,29,30,30,1.0,False,"[2, 131, 5, 14, 272, 400, 21, 156, 162, 296, 170, 427, 430, 312, 189, 64, 454, 457, 458, 330, 463, 80, 464, 467, 350, 95, 227, 497, 248, 249]",mc_n500_p01_k30,QuantumGreedy_cheb_d50,1,1,17.437335608003195,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n500_p01_k30_003,maximum_clique,30.0,0.012581963004777208,30,30,30,1.0,False,"[14, 144, 403, 147, 153, 27, 415, 422, 300, 432, 438, 443, 445, 62, 450, 324, 72, 331, 75, 212, 84, 482, 354, 484, 231, 233, 114, 375, 376, 383]",mc_n500_p01_k30,ClassicalDegree,0,0,1.3179471359981108,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k30_003,maximum_clique,30.0,0.1337236719991779,30,30,30,1.0,False,"[14, 144, 403, 147, 153, 27, 415, 422, 300, 432, 438, 443, 445, 62, 450, 324, 72, 75, 331, 212, 84, 482, 354, 484, 231, 233, 114, 375, 376, 383]",mc_n500_p01_k30,ClassicalClique,0,0,1.3789958150009625,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k30_003,maximum_clique,30.0,0.1684583329988527,2000,30,30,1.0,False,"[450, 324, 72, 331, 75, 14, 144, 403, 147, 212, 84, 153, 27, 415, 354, 482, 484, 422, 231, 233, 300, 432, 114, 438, 375, 376, 443, 445, 62, 383]",mc_n500_p01_k30,SimulatedAnnealing,0,0,1.431427380994137,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p01_k30_003,maximum_clique,30.0,1.5442127569986042,29,30,30,1.0,False,"[14, 144, 403, 147, 153, 27, 415, 422, 300, 432, 438, 443, 445, 62, 450, 324, 72, 75, 331, 212, 84, 354, 482, 484, 231, 233, 114, 375, 376, 383]",mc_n500_p01_k30,QuantumGreedy_krylov_m30,0,0,2.8786712550063385,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n500_p01_k30_002,maximum_clique,30.0,19.022446455994213,29,30,30,1.0,False,"[257, 130, 389, 263, 139, 16, 148, 151, 34, 35, 170, 48, 305, 312, 62, 448, 73, 206, 352, 227, 99, 357, 102, 358, 106, 236, 370, 242, 375, 120]",mc_n500_p01_k30,QuantumGreedy_cheb_d50,0,0,21.389653581005405,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n500_p01_k30_003,maximum_clique,30.0,0.019052276998991147,30,30,30,1.0,False,"[14, 144, 403, 147, 153, 27, 415, 422, 300, 432, 438, 443, 445, 62, 450, 324, 72, 331, 75, 212, 84, 482, 354, 484, 231, 233, 114, 375, 376, 383]",mc_n500_p01_k30,ClassicalDegree,1,1,1.2369092810040456,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k30_003,maximum_clique,30.0,0.10313210200547474,30,30,30,1.0,False,"[14, 144, 403, 147, 153, 27, 415, 422, 300, 432, 438, 443, 445, 62, 450, 324, 72, 75, 331, 212, 84, 482, 354, 484, 231, 233, 114, 375, 376, 383]",mc_n500_p01_k30,ClassicalClique,1,1,1.2717376830041758,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k30_003,maximum_clique,30.0,0.22559056500176666,2000,30,30,1.0,False,"[450, 324, 72, 75, 331, 14, 144, 403, 212, 147, 84, 153, 27, 415, 354, 482, 484, 422, 231, 233, 300, 432, 114, 438, 375, 376, 443, 445, 62, 383]",mc_n500_p01_k30,SimulatedAnnealing,1,1,1.5868625759976567,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n500_p01_k30_002,maximum_clique,30.0,17.539581069999258,29,30,30,1.0,False,"[257, 130, 389, 263, 139, 16, 148, 151, 34, 35, 170, 48, 305, 312, 62, 448, 73, 206, 352, 227, 99, 357, 102, 358, 106, 236, 370, 242, 375, 120]",mc_n500_p01_k30,QuantumGreedy_cheb_d50,1,1,18.65384050699504,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n500_p01_k30_003,maximum_clique,30.0,1.6153438859982998,29,30,30,1.0,False,"[14, 144, 403, 147, 153, 27, 415, 422, 300, 432, 438, 443, 445, 62, 450, 324, 72, 75, 331, 212, 84, 354, 482, 484, 231, 233, 114, 375, 376, 383]",mc_n500_p01_k30,QuantumGreedy_krylov_m30,1,1,2.995408551003493,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k30_004,maximum_clique,30.0,0.01918182899680687,30,30,30,1.0,False,"[385, 271, 402, 148, 150, 154, 28, 414, 287, 419, 170, 427, 180, 446, 447, 199, 72, 456, 202, 330, 459, 354, 103, 490, 237, 497, 243, 118, 119, 127]",mc_n500_p01_k30,ClassicalDegree,0,0,1.5348805659959908,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k30_004,maximum_clique,30.0,0.24203343599947402,30,30,30,1.0,False,"[385, 271, 402, 148, 150, 154, 28, 414, 287, 419, 170, 427, 180, 446, 447, 199, 72, 456, 202, 330, 459, 354, 103, 490, 237, 497, 243, 118, 119, 127]",mc_n500_p01_k30,ClassicalClique,0,0,2.2281312800041633,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k30_004,maximum_clique,4.0,0.481256653998571,2000,4,30,0.0,False,"[432, 465, 494, 216]",mc_n500_p01_k30,SimulatedAnnealing,0,0,2.567093876998115,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n500_p01_k30_003,maximum_clique,30.0,17.86929524599691,29,30,30,1.0,False,"[14, 144, 403, 147, 153, 27, 415, 422, 300, 432, 438, 443, 445, 62, 450, 324, 72, 75, 331, 212, 84, 354, 482, 484, 231, 233, 114, 375, 376, 383]",mc_n500_p01_k30,QuantumGreedy_cheb_d50,0,0,20.328206532998593,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n500_p01_k30_004,maximum_clique,30.0,1.2036747649981407,29,30,30,1.0,False,"[385, 271, 402, 148, 150, 154, 28, 414, 287, 419, 170, 427, 180, 446, 447, 199, 456, 72, 202, 330, 459, 354, 103, 490, 237, 497, 243, 118, 119, 127]",mc_n500_p01_k30,QuantumGreedy_krylov_m30,0,0,2.644341905004694,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p01_k30_004,maximum_clique,30.0,0.010228680999716744,30,30,30,1.0,False,"[385, 271, 402, 148, 150, 154, 28, 414, 287, 419, 170, 427, 180, 446, 447, 199, 72, 456, 202, 330, 459, 354, 103, 490, 237, 497, 243, 118, 119, 127]",mc_n500_p01_k30,ClassicalDegree,1,1,1.714414571004454,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p01_k30_004,maximum_clique,30.0,0.17159108000487322,30,30,30,1.0,False,"[385, 271, 402, 148, 150, 154, 28, 414, 287, 419, 170, 427, 180, 446, 447, 199, 72, 456, 202, 330, 459, 354, 103, 490, 237, 497, 243, 118, 119, 127]",mc_n500_p01_k30,ClassicalClique,1,1,1.6923302039940609,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p01_k30_004,maximum_clique,30.0,0.36062602099991636,2000,30,30,1.0,False,"[385, 199, 72, 456, 330, 459, 202, 271, 402, 148, 150, 154, 28, 414, 287, 354, 419, 103, 170, 427, 490, 237, 497, 243, 180, 118, 119, 127, 446, 447]",mc_n500_p01_k30,SimulatedAnnealing,1,1,2.591918532998534,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n500_p01_k30_003,maximum_clique,30.0,15.703472034998413,29,30,30,1.0,False,"[14, 144, 403, 147, 153, 27, 415, 422, 300, 432, 438, 443, 445, 62, 450, 324, 72, 75, 331, 212, 84, 354, 482, 484, 231, 233, 114, 375, 376, 383]",mc_n500_p01_k30,QuantumGreedy_cheb_d50,1,1,16.769599435996497,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n500_p01_k30_004,maximum_clique,30.0,2.06629963699379,29,30,30,1.0,False,"[385, 271, 402, 148, 150, 154, 28, 414, 287, 419, 170, 427, 180, 446, 447, 199, 456, 72, 202, 330, 459, 354, 103, 490, 237, 497, 243, 118, 119, 127]",mc_n500_p01_k30,QuantumGreedy_krylov_m30,1,1,4.2083340600001975,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n500_p01_k30_004,maximum_clique,30.0,14.904262401993037,29,30,30,1.0,False,"[385, 271, 402, 148, 150, 154, 28, 414, 287, 419, 170, 427, 180, 446, 447, 199, 456, 72, 202, 330, 459, 354, 103, 490, 237, 497, 243, 118, 119, 127]",mc_n500_p01_k30,QuantumGreedy_cheb_d50,0,0,15.982183978994726,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(cheb_d50),mc_n500_p01_k30_004,maximum_clique,30.0,9.981138985000143,29,30,30,1.0,False,"[385, 271, 402, 148, 150, 154, 28, 414, 287, 419, 170, 427, 180, 446, 447, 199, 456, 72, 202, 330, 459, 354, 103, 490, 237, 497, 243, 118, 119, 127]",mc_n500_p01_k30,QuantumGreedy_cheb_d50,1,1,11.189630175002094,500,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
