algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,T0,cooling_rate,t,lam,alpha,init_method,display_name
ClassicalDegree,mc_n300_p005_k15_000,maximum_clique,15.0,0.0018984690032084472,15,15,15,1.0,False,"[64, 290, 34, 164, 102, 136, 170, 44, 204, 110, 209, 220, 150, 282, 252]",mc_n300_p005_k15,ClassicalDegree,0,0,1.2148961350030731,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k15_000,maximum_clique,15.0,0.007323411999095697,15,15,15,1.0,False,"[64, 290, 34, 164, 102, 136, 170, 204, 44, 110, 209, 252, 150, 282, 220]",mc_n300_p005_k15,ClassicalClique,0,0,1.2229409939973266,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k15_000,maximum_clique,3.0,0.07129483999597142,2000,3,15,0.0,False,"[162, 3, 197]",mc_n300_p005_k15,SimulatedAnnealing,0,0,1.286300736006524,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
ClassicalDegree,mc_n300_p005_k15_000,maximum_clique,15.0,0.0025149150023935363,15,15,15,1.0,False,"[64, 290, 34, 164, 102, 136, 170, 44, 204, 110, 209, 220, 150, 282, 252]",mc_n300_p005_k15,ClassicalDegree,1,1,1.1145515099997283,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(krylov_m30),mc_n300_p005_k15_000,maximum_clique,15.0,0.5555359819991281,14,15,15,1.0,False,"[64, 290, 34, 164, 102, 136, 170, 204, 44, 110, 209, 220, 150, 282, 252]",mc_n300_p005_k15,QuantumGreedy_krylov_m30,0,0,1.7217707300005713,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalClique,mc_n300_p005_k15_000,maximum_clique,15.0,0.010912386998825241,15,15,15,1.0,False,"[64, 290, 34, 164, 102, 136, 170, 204, 44, 110, 209, 252, 150, 282, 220]",mc_n300_p005_k15,ClassicalClique,1,1,1.304554084999836,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k15_000,maximum_clique,3.0,0.17818342900136486,2000,3,15,0.0,False,"[51, 163, 55]",mc_n300_p005_k15,SimulatedAnnealing,1,1,1.8978669389980496,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k15_000,maximum_clique,15.0,0.6767376829957357,14,15,15,1.0,False,"[64, 290, 34, 164, 102, 136, 170, 204, 44, 110, 209, 220, 150, 282, 252]",mc_n300_p005_k15,QuantumGreedy_krylov_m30,1,1,2.8778275170043344,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k15_001,maximum_clique,15.0,0.005723335998482071,15,15,15,1.0,False,"[288, 192, 0, 262, 295, 169, 42, 9, 43, 80, 178, 279, 184, 189, 94]",mc_n300_p005_k15,ClassicalDegree,0,0,2.1427840319956886,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p005_k15_000,maximum_clique,15.0,6.056730550000793,14,15,15,1.0,False,"[64, 290, 34, 164, 102, 136, 170, 204, 44, 110, 209, 220, 150, 282, 252]",mc_n300_p005_k15,QuantumGreedy_cheb_d50,0,0,7.79468611899938,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p005_k15_001,maximum_clique,15.0,0.011164809999172576,15,15,15,1.0,False,"[288, 0, 192, 262, 295, 9, 169, 42, 43, 80, 178, 279, 184, 189, 94]",mc_n300_p005_k15,ClassicalClique,0,0,1.3679756779965828,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k15_001,maximum_clique,3.0,0.12828379900020082,2000,3,15,0.06666666666666667,False,"[288, 153, 296]",mc_n300_p005_k15,SimulatedAnnealing,0,0,1.5818184270028723,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k15_001,maximum_clique,15.0,0.5807759300005273,14,15,15,1.0,False,"[0, 192, 288, 262, 295, 169, 42, 43, 9, 80, 178, 279, 184, 189, 94]",mc_n300_p005_k15,QuantumGreedy_krylov_m30,0,0,1.9314676979993237,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p005_k15_000,maximum_clique,15.0,7.602829456001928,14,15,15,1.0,False,"[64, 290, 34, 164, 102, 136, 170, 204, 44, 110, 209, 220, 150, 282, 252]",mc_n300_p005_k15,QuantumGreedy_cheb_d50,1,1,9.601487094005279,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p005_k15_001,maximum_clique,15.0,0.0018644280062289909,15,15,15,1.0,False,"[288, 192, 0, 262, 295, 169, 42, 9, 43, 80, 178, 279, 184, 189, 94]",mc_n300_p005_k15,ClassicalDegree,1,1,2.8278362970013404,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k15_001,maximum_clique,15.0,0.011168199001986068,15,15,15,1.0,False,"[288, 0, 192, 262, 295, 9, 169, 42, 43, 80, 178, 279, 184, 189, 94]",mc_n300_p005_k15,ClassicalClique,1,1,1.7090711350028869,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k15_001,maximum_clique,3.0,0.16029254299792228,2000,3,15,0.0,False,"[224, 165, 95]",mc_n300_p005_k15,SimulatedAnnealing,1,1,2.1417415819960297,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k15_001,maximum_clique,15.0,0.544384364002326,14,15,15,1.0,False,"[0, 192, 288, 262, 295, 169, 42, 43, 9, 80, 178, 279, 184, 189, 94]",mc_n300_p005_k15,QuantumGreedy_krylov_m30,1,1,1.7969157179977628,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p005_k15_001,maximum_clique,15.0,6.017672487003438,14,15,15,1.0,False,"[0, 192, 288, 262, 295, 169, 42, 43, 9, 80, 178, 279, 184, 189, 94]",mc_n300_p005_k15,QuantumGreedy_cheb_d50,0,0,7.611675612002728,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p005_k15_002,maximum_clique,15.0,0.00264605600386858,15,15,15,1.0,False,"[4, 228, 135, 44, 141, 108, 239, 176, 207, 19, 214, 153, 285, 158, 191]",mc_n300_p005_k15,ClassicalDegree,0,0,1.603755172000092,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k15_002,maximum_clique,15.0,0.016362201000447385,15,15,15,1.0,False,"[228, 4, 135, 44, 108, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",mc_n300_p005_k15,ClassicalClique,0,0,1.9034197029977804,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k15_002,maximum_clique,15.0,0.17497795799863525,2000,15,15,1.0,False,"[4, 228, 135, 44, 141, 108, 207, 239, 176, 19, 214, 153, 285, 158, 191]",mc_n300_p005_k15,SimulatedAnnealing,0,0,1.6206726680029533,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k15_002,maximum_clique,15.0,0.7280212659970857,14,15,15,1.0,False,"[228, 4, 135, 108, 44, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",mc_n300_p005_k15,QuantumGreedy_krylov_m30,0,0,3.476408132002689,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k15_002,maximum_clique,15.0,0.001970819997950457,15,15,15,1.0,False,"[4, 228, 135, 44, 141, 108, 239, 176, 207, 19, 214, 153, 285, 158, 191]",mc_n300_p005_k15,ClassicalDegree,1,1,2.5881305540024186,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p005_k15_001,maximum_clique,15.0,7.144226873999287,14,15,15,1.0,False,"[0, 192, 288, 262, 295, 169, 42, 43, 9, 80, 178, 279, 184, 189, 94]",mc_n300_p005_k15,QuantumGreedy_cheb_d50,1,1,9.452422670998203,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p005_k15_002,maximum_clique,15.0,0.010253180997096933,15,15,15,1.0,False,"[228, 4, 135, 44, 108, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",mc_n300_p005_k15,ClassicalClique,1,1,1.4777674249999109,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k15_002,maximum_clique,15.0,0.2545973189990036,2000,15,15,1.0,False,"[228, 4, 135, 44, 108, 141, 207, 176, 239, 19, 214, 153, 285, 158, 191]",mc_n300_p005_k15,SimulatedAnnealing,1,1,3.420160121000663,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k15_002,maximum_clique,15.0,0.5646438519979711,14,15,15,1.0,False,"[228, 4, 135, 108, 44, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",mc_n300_p005_k15,QuantumGreedy_krylov_m30,1,1,2.244188087999646,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p005_k15_002,maximum_clique,15.0,7.806686206997256,14,15,15,1.0,False,"[228, 4, 135, 108, 44, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",mc_n300_p005_k15,QuantumGreedy_cheb_d50,0,0,9.633162284997525,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p005_k15_003,maximum_clique,15.0,0.008049689000472426,15,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",mc_n300_p005_k15,ClassicalDegree,0,0,2.0286868830007734,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k15_003,maximum_clique,15.0,0.026115066997590475,15,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",mc_n300_p005_k15,ClassicalClique,0,0,2.024605482998595,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k15_003,maximum_clique,15.0,0.13375820299552288,2000,15,15,1.0,False,"[256, 65, 5, 296, 234, 171, 139, 206, 48, 275, 116, 181, 62, 61, 222]",mc_n300_p005_k15,SimulatedAnnealing,0,0,2.5671351370037883,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k15_003,maximum_clique,15.0,0.468468869003118,14,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 222, 275, 116, 181, 61, 62]",mc_n300_p005_k15,QuantumGreedy_krylov_m30,0,0,2.302854194000247,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p005_k15_002,maximum_clique,15.0,4.532663820995367,14,15,15,1.0,False,"[228, 4, 135, 108, 44, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",mc_n300_p005_k15,QuantumGreedy_cheb_d50,1,1,5.805261281995627,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p005_k15_003,maximum_clique,15.0,0.0025531550054438412,15,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",mc_n300_p005_k15,ClassicalDegree,1,1,1.4775608429990825,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k15_003,maximum_clique,15.0,0.01956508199509699,15,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",mc_n300_p005_k15,ClassicalClique,1,1,1.2768606129975524,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k15_003,maximum_clique,4.0,0.13815019599860534,2000,4,15,0.0,False,"[26, 76, 150, 23]",mc_n300_p005_k15,SimulatedAnnealing,1,1,2.808294135000324,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k15_003,maximum_clique,15.0,0.6594297230039956,14,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 222, 275, 116, 181, 61, 62]",mc_n300_p005_k15,QuantumGreedy_krylov_m30,1,1,2.8509538030048134,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p005_k15_003,maximum_clique,15.0,5.598272520001046,14,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 222, 275, 116, 181, 61, 62]",mc_n300_p005_k15,QuantumGreedy_cheb_d50,0,0,7.213214881994645,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p005_k15_004,maximum_clique,15.0,0.002973149996250868,15,15,15,1.0,False,"[192, 160, 288, 200, 203, 76, 142, 47, 273, 244, 277, 116, 248, 189, 255]",mc_n300_p005_k15,ClassicalDegree,0,0,2.143127645998902,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
SimulatedAnnealing,mc_n300_p005_k15_004,maximum_clique,4.0,0.29913225599739235,2000,4,15,0.0,False,"[297, 107, 292, 278]",mc_n300_p005_k15,SimulatedAnnealing,0,0,2.0794119100028183,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
ClassicalClique,mc_n300_p005_k15_004,maximum_clique,15.0,0.04335012500087032,15,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",mc_n300_p005_k15,ClassicalClique,0,0,3.1976719869999215,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(krylov_m30),mc_n300_p005_k15_004,maximum_clique,15.0,0.565427310000814,14,15,15,1.0,False,"[192, 160, 288, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",mc_n300_p005_k15,QuantumGreedy_krylov_m30,0,0,2.375814459999674,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p005_k15_003,maximum_clique,15.0,5.883702891995199,14,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 222, 275, 116, 181, 61, 62]",mc_n300_p005_k15,QuantumGreedy_cheb_d50,1,1,7.539533365001262,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p005_k15_004,maximum_clique,15.0,0.01837847999559017,15,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",mc_n300_p005_k15,ClassicalClique,1,1,1.7458733169987681,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
ClassicalDegree,mc_n300_p005_k15_004,maximum_clique,15.0,0.0020190990035189316,15,15,15,1.0,False,"[192, 160, 288, 200, 203, 76, 142, 47, 273, 244, 277, 116, 248, 189, 255]",mc_n300_p005_k15,ClassicalDegree,1,1,2.9771008910029195,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
SimulatedAnnealing,mc_n300_p005_k15_004,maximum_clique,3.0,0.21765445599885425,2000,3,15,0.0,False,"[42, 68, 237]",mc_n300_p005_k15,SimulatedAnnealing,1,1,2.8159563599983812,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k15_004,maximum_clique,15.0,0.6951607230002992,14,15,15,1.0,False,"[192, 160, 288, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",mc_n300_p005_k15,QuantumGreedy_krylov_m30,1,1,2.6161863899978925,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k20_000,maximum_clique,20.0,0.006185620004544035,20,20,20,1.0,False,"[259, 269, 14, 16, 277, 27, 158, 41, 184, 68, 199, 72, 206, 91, 235, 107, 244, 247, 127, 255]",mc_n300_p005_k20,ClassicalDegree,0,0,1.9874827480016393,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p005_k15_004,maximum_clique,15.0,7.506442410005548,14,15,15,1.0,False,"[192, 160, 288, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",mc_n300_p005_k15,QuantumGreedy_cheb_d50,0,0,9.47151331799978,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p005_k20_000,maximum_clique,20.0,0.017792225000448525,20,20,20,1.0,False,"[259, 269, 14, 16, 277, 27, 158, 41, 184, 68, 199, 72, 206, 91, 235, 107, 244, 247, 127, 255]",mc_n300_p005_k20,ClassicalClique,0,0,1.6436385729975882,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k20_000,maximum_clique,4.0,0.12599500700162025,2000,4,20,0.0,False,"[240, 4, 176, 22]",mc_n300_p005_k20,SimulatedAnnealing,0,0,1.3870877340013976,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k20_000,maximum_clique,20.0,1.1836710890056565,19,20,20,1.0,False,"[259, 269, 14, 16, 277, 27, 158, 41, 184, 68, 199, 72, 206, 91, 235, 107, 244, 247, 127, 255]",mc_n300_p005_k20,QuantumGreedy_krylov_m30,0,0,3.475429293997877,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k20_000,maximum_clique,20.0,0.003186370995535981,20,20,20,1.0,False,"[259, 269, 14, 16, 277, 27, 158, 41, 184, 68, 199, 72, 206, 91, 235, 107, 244, 247, 127, 255]",mc_n300_p005_k20,ClassicalDegree,1,1,2.2672190640005283,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k20_000,maximum_clique,20.0,0.021253058999718633,20,20,20,1.0,False,"[259, 269, 14, 16, 277, 27, 158, 41, 184, 68, 199, 72, 206, 91, 235, 107, 244, 247, 127, 255]",mc_n300_p005_k20,ClassicalClique,1,1,1.367690444996697,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(cheb_d50),mc_n300_p005_k15_004,maximum_clique,15.0,9.645350924998638,14,15,15,1.0,False,"[192, 160, 288, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",mc_n300_p005_k15,QuantumGreedy_cheb_d50,1,1,11.485950240996317,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
SimulatedAnnealing,mc_n300_p005_k20_000,maximum_clique,20.0,0.09580327000003308,2000,20,20,1.0,False,"[259, 68, 199, 72, 269, 14, 206, 16, 277, 27, 91, 158, 41, 107, 235, 244, 247, 184, 127, 255]",mc_n300_p005_k20,SimulatedAnnealing,1,1,1.2184517790010432,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k20_000,maximum_clique,20.0,1.1814395659966976,19,20,20,1.0,False,"[259, 269, 14, 16, 277, 27, 158, 41, 184, 68, 199, 72, 206, 91, 235, 107, 244, 247, 127, 255]",mc_n300_p005_k20,QuantumGreedy_krylov_m30,1,1,4.220342245003849,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p005_k20_000,maximum_clique,20.0,11.033018714995706,19,20,20,1.0,False,"[259, 269, 14, 16, 277, 27, 158, 41, 184, 68, 199, 72, 206, 91, 235, 107, 244, 247, 127, 255]",mc_n300_p005_k20,QuantumGreedy_cheb_d50,0,0,12.852467194003111,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p005_k20_001,maximum_clique,20.0,0.009763355999893975,20,20,20,1.0,False,"[3, 4, 135, 142, 144, 279, 153, 285, 161, 162, 41, 178, 185, 197, 72, 83, 96, 101, 115, 252]",mc_n300_p005_k20,ClassicalDegree,0,0,2.0624291140047717,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
SimulatedAnnealing,mc_n300_p005_k20_001,maximum_clique,20.0,0.09458612899470609,2000,20,20,1.0,False,"[3, 4, 197, 135, 72, 142, 144, 83, 279, 153, 285, 96, 161, 162, 101, 41, 178, 115, 185, 252]",mc_n300_p005_k20,SimulatedAnnealing,0,0,1.302366602998518,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
ClassicalClique,mc_n300_p005_k20_001,maximum_clique,20.0,0.017506051997770555,20,20,20,1.0,False,"[3, 4, 135, 142, 144, 279, 153, 285, 161, 162, 41, 178, 185, 197, 72, 83, 96, 101, 115, 252]",mc_n300_p005_k20,ClassicalClique,0,0,2.3793672350002453,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(krylov_m30),mc_n300_p005_k20_001,maximum_clique,20.0,0.778510150994407,19,20,20,1.0,False,"[3, 4, 135, 142, 144, 279, 153, 285, 161, 162, 41, 178, 185, 197, 72, 83, 96, 101, 115, 252]",mc_n300_p005_k20,QuantumGreedy_krylov_m30,0,0,2.74719958499918,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p005_k20_000,maximum_clique,20.0,8.837675656999636,19,20,20,1.0,False,"[259, 269, 14, 16, 277, 27, 158, 41, 184, 68, 199, 72, 206, 91, 235, 107, 244, 247, 127, 255]",mc_n300_p005_k20,QuantumGreedy_cheb_d50,1,1,10.814830883995455,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p005_k20_001,maximum_clique,20.0,0.002366293003433384,20,20,20,1.0,False,"[3, 4, 135, 142, 144, 279, 153, 285, 161, 162, 41, 178, 185, 197, 72, 83, 96, 101, 115, 252]",mc_n300_p005_k20,ClassicalDegree,1,1,2.6666929150014766,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k20_001,maximum_clique,20.0,0.016170848997717258,20,20,20,1.0,False,"[3, 4, 135, 142, 144, 279, 153, 285, 161, 162, 41, 178, 185, 197, 72, 83, 96, 101, 115, 252]",mc_n300_p005_k20,ClassicalClique,1,1,1.5764217339965398,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k20_001,maximum_clique,3.0,0.13667103100306122,2000,3,20,0.0,False,"[205, 118, 181]",mc_n300_p005_k20,SimulatedAnnealing,1,1,1.787789108006109,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k20_001,maximum_clique,20.0,0.839965614999528,19,20,20,1.0,False,"[3, 4, 135, 142, 144, 279, 153, 285, 161, 162, 41, 178, 185, 197, 72, 83, 96, 101, 115, 252]",mc_n300_p005_k20,QuantumGreedy_krylov_m30,1,1,2.27421240300464,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k20_002,maximum_clique,20.0,0.007881076999183279,20,20,20,1.0,False,"[256, 260, 137, 145, 275, 25, 156, 297, 41, 50, 178, 180, 188, 67, 214, 89, 93, 104, 111, 115]",mc_n300_p005_k20,ClassicalDegree,0,0,4.127308101997187,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k20_002,maximum_clique,20.0,0.012314560997765511,20,20,20,1.0,False,"[256, 260, 137, 145, 275, 25, 156, 41, 297, 50, 178, 180, 188, 67, 214, 89, 93, 104, 111, 115]",mc_n300_p005_k20,ClassicalClique,0,0,1.3850233449993539,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(cheb_d50),mc_n300_p005_k20_001,maximum_clique,20.0,11.607593135006027,19,20,20,1.0,False,"[3, 4, 135, 142, 144, 279, 153, 285, 161, 162, 41, 178, 185, 197, 72, 83, 96, 101, 115, 252]",mc_n300_p005_k20,QuantumGreedy_cheb_d50,0,0,14.186156185001892,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
SimulatedAnnealing,mc_n300_p005_k20_002,maximum_clique,3.0,0.20697692199610174,2000,3,20,0.0,False,"[204, 197, 110]",mc_n300_p005_k20,SimulatedAnnealing,0,0,2.3354873139978736,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k20_002,maximum_clique,20.0,0.8027861890004715,19,20,20,1.0,False,"[256, 260, 137, 145, 275, 25, 156, 297, 41, 50, 178, 180, 188, 67, 214, 89, 93, 104, 111, 115]",mc_n300_p005_k20,QuantumGreedy_krylov_m30,0,0,2.9952928310012794,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k20_002,maximum_clique,20.0,0.0031288300015148707,20,20,20,1.0,False,"[256, 260, 137, 145, 275, 25, 156, 297, 41, 50, 178, 180, 188, 67, 214, 89, 93, 104, 111, 115]",mc_n300_p005_k20,ClassicalDegree,1,1,1.5206890550034586,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
