algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,K,n_seeds_tried,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,display_name
"MS_CTQW(K=30,krylov_m30)",mc_n300_p01_k20_003,maximum_clique,20.0,0.6915679599987925,422,20,20,1.0,False,"[257, 132, 286, 160, 37, 295, 44, 195, 70, 75, 207, 82, 223, 226, 98, 105, 110, 117, 125, 254]",30,30.0,mc_n300_p01_k20,MS_CTQW_K30_krylov_m30,1,1,2.3515808989977813,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
MS_Random(K=5),mc_n300_p01_k20_004,maximum_clique,20.0,0.1055962600003113,46,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",5,5.0,mc_n300_p01_k20,MS_Random_K5,0,0,2.1894711130007636,300,external,MS_Random,N/A,MS_Random
"MS_CTQW(K=30,cheb_d50)",mc_n300_p01_k20_003,maximum_clique,20.0,0.713569567000377,422,20,20,1.0,False,"[257, 132, 286, 160, 37, 295, 44, 195, 70, 75, 207, 82, 223, 226, 98, 105, 110, 117, 125, 254]",30,30.0,mc_n300_p01_k20,MS_CTQW_K30_cheb_d50,1,1,2.512295972002903,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Degree(K=5),mc_n300_p01_k20_004,maximum_clique,20.0,0.1289778800055501,95,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",5,5.0,mc_n300_p01_k20,MS_Degree_K5,0,0,1.3829558799989172,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n300_p01_k20_004,maximum_clique,6.0,0.1097496799993678,31,6,20,0.25,False,"[258, 43, 172, 79, 60, 189]",10,10.0,mc_n300_p01_k20,MS_Random_K10,0,0,1.4496768560056807,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p01_k20_004,maximum_clique,20.0,0.16172586199536454,190,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",10,10.0,mc_n300_p01_k20,MS_Degree_K10,0,0,1.5117196479986887,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p01_k20_004,maximum_clique,20.0,0.12095304100512294,77,20,20,1.0,False,"[258, 267, 15, 143, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",20,20.0,mc_n300_p01_k20,MS_Random_K20,0,0,1.3678081809994183,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p01_k20_004,maximum_clique,20.0,0.2863448689968209,347,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",20,20.0,mc_n300_p01_k20,MS_Degree_K20,0,0,1.60949165099737,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n300_p01_k20_004,maximum_clique,20.0,0.14740881200123113,125,20,20,1.0,False,"[258, 267, 15, 143, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",30,30.0,mc_n300_p01_k20,MS_Random_K30,0,0,1.711261373005982,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=30),mc_n300_p01_k20_004,maximum_clique,20.0,0.3347582069982309,399,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",30,30.0,mc_n300_p01_k20,MS_Degree_K30,0,0,1.610752913999022,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=10,krylov_m30)",mc_n300_p01_k20_004,maximum_clique,20.0,0.29879343299398897,190,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",10,10.0,mc_n300_p01_k20,MS_CTQW_K10_krylov_m30,0,0,1.5445056109965662,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,krylov_m30)",mc_n300_p01_k20_004,maximum_clique,20.0,0.2383831370025291,95,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",5,5.0,mc_n300_p01_k20,MS_CTQW_K5_krylov_m30,0,0,2.013531230004446,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n300_p01_k20_004,maximum_clique,20.0,0.7780302520041005,95,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",5,5.0,mc_n300_p01_k20,MS_CTQW_K5_cheb_d50,0,0,2.4018451049996656,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_n300_p01_k20_004,maximum_clique,20.0,0.39979408699582564,190,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",10,10.0,mc_n300_p01_k20,MS_CTQW_K10_cheb_d50,0,0,2.023190394997073,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p01_k20_004,maximum_clique,20.0,0.4305657200020505,380,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",20,20.0,mc_n300_p01_k20,MS_CTQW_K20_krylov_m30,0,0,2.0669646870010183,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=30,krylov_m30)",mc_n300_p01_k20_004,maximum_clique,20.0,0.4475642380057252,413,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",30,30.0,mc_n300_p01_k20,MS_CTQW_K30_krylov_m30,0,0,2.1928746560006402,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n300_p01_k20_004,maximum_clique,20.0,0.8587407369996072,380,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",20,20.0,mc_n300_p01_k20,MS_CTQW_K20_cheb_d50,0,0,2.2743019180052215,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,cheb_d50)",mc_n300_p01_k20_004,maximum_clique,20.0,0.8003261020057835,413,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",30,30.0,mc_n300_p01_k20,MS_CTQW_K30_cheb_d50,0,0,2.3807079960024566,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Random(K=5),mc_n300_p01_k20_004,maximum_clique,20.0,0.12329656499787234,47,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",5,5.0,mc_n300_p01_k20,MS_Random_K5,1,1,1.436151082998549,300,external,MS_Random,N/A,MS_Random
ClassicalClique,mc_n300_p01_k20_004,maximum_clique,20.0,0.11942671600263566,20,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",0,,mc_n300_p01_k20,ClassicalClique,1,1,1.6536005640009535,300,external,ClassicalClique,N/A,ClassicalClique
MS_Random(K=10),mc_n300_p01_k20_004,maximum_clique,20.0,0.1244981759955408,47,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",10,10.0,mc_n300_p01_k20,MS_Random_K10,1,1,1.3512709279966657,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n300_p01_k20_004,maximum_clique,20.0,0.15345273199636722,95,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",5,5.0,mc_n300_p01_k20,MS_Degree_K5,1,1,1.423785871003929,300,external,MS_Degree,N/A,MS_Degree
MS_Degree(K=10),mc_n300_p01_k20_004,maximum_clique,20.0,0.21299975799774984,190,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",10,10.0,mc_n300_p01_k20,MS_Degree_K10,1,1,1.4664572620022227,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p01_k20_004,maximum_clique,20.0,0.1336502060003113,76,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",20,20.0,mc_n300_p01_k20,MS_Random_K20,1,1,1.4707742350001354,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p01_k20_004,maximum_clique,20.0,0.23681985199800692,347,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",20,20.0,mc_n300_p01_k20,MS_Degree_K20,1,1,1.4954307779989904,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n300_p01_k20_004,maximum_clique,20.0,0.22515362699778052,108,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",30,30.0,mc_n300_p01_k20,MS_Random_K30,1,1,1.4458418989961501,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=30),mc_n300_p01_k20_004,maximum_clique,20.0,0.36412321600073483,399,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",30,30.0,mc_n300_p01_k20,MS_Degree_K30,1,1,1.588625055999728,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n300_p01_k20_004,maximum_clique,20.0,0.18962354799441528,95,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",5,5.0,mc_n300_p01_k20,MS_CTQW_K5_krylov_m30,1,1,1.581050161003077,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,krylov_m30)",mc_n300_p01_k20_004,maximum_clique,20.0,0.4293136880005477,190,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",10,10.0,mc_n300_p01_k20,MS_CTQW_K10_krylov_m30,1,1,1.7679132609991939,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n300_p01_k20_004,maximum_clique,20.0,0.5215606359997764,95,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",5,5.0,mc_n300_p01_k20,MS_CTQW_K5_cheb_d50,1,1,1.9426187319986639,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p01_k20_004,maximum_clique,20.0,0.5920807009970304,380,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",20,20.0,mc_n300_p01_k20,MS_CTQW_K20_krylov_m30,1,1,2.154811130996677,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n300_p01_k20_004,maximum_clique,20.0,0.8365390090039,190,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",10,10.0,mc_n300_p01_k20,MS_CTQW_K10_cheb_d50,1,1,2.688270945000113,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n300_p01_k20_004,maximum_clique,20.0,0.44708052299392875,413,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",30,30.0,mc_n300_p01_k20,MS_CTQW_K30_krylov_m30,1,1,1.8661622280051233,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n300_p01_k20_004,maximum_clique,20.0,0.8455143469982431,380,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",20,20.0,mc_n300_p01_k20,MS_CTQW_K20_cheb_d50,1,1,2.386132349995023,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,cheb_d50)",mc_n300_p01_k20_004,maximum_clique,20.0,0.5773181359982118,413,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",30,30.0,mc_n300_p01_k20,MS_CTQW_K30_cheb_d50,1,1,2.225684570003068,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n300_p01_k25_000,maximum_clique,25.0,0.08522168999479618,25,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",0,,mc_n300_p01_k25,ClassicalClique,0,0,1.6412955240011797,300,external,ClassicalClique,N/A,ClassicalClique
MS_Random(K=5),mc_n300_p01_k25_000,maximum_clique,25.0,0.14934755099966424,35,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",5,5.0,mc_n300_p01_k25,MS_Random_K5,0,0,1.6068373439993593,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n300_p01_k25_000,maximum_clique,25.0,0.18793896099668927,120,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",5,5.0,mc_n300_p01_k25,MS_Degree_K5,0,0,1.582488635001937,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n300_p01_k25_000,maximum_clique,25.0,0.14126912100618938,74,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",10,10.0,mc_n300_p01_k25,MS_Random_K10,0,0,1.4982271039989428,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p01_k25_000,maximum_clique,25.0,0.2052677620013128,240,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",10,10.0,mc_n300_p01_k25,MS_Degree_K10,0,0,1.5172098519979045,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p01_k25_000,maximum_clique,25.0,0.16914152599929366,107,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 212, 211, 98, 230, 104, 247, 248, 126]",20,20.0,mc_n300_p01_k25,MS_Random_K20,0,0,1.4111992690013722,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p01_k25_000,maximum_clique,25.0,0.34295800700056134,480,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",20,20.0,mc_n300_p01_k25,MS_Degree_K20,0,0,1.6073818699951516,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n300_p01_k25_000,maximum_clique,25.0,0.17622178600140614,186,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",30,30.0,mc_n300_p01_k25,MS_Random_K30,0,0,1.5687336989940377,300,external,MS_Random,N/A,MS_Random
"MS_CTQW(K=5,krylov_m30)",mc_n300_p01_k25_000,maximum_clique,25.0,0.24397183299879543,120,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",5,5.0,mc_n300_p01_k25,MS_CTQW_K5_krylov_m30,0,0,1.5195295849989634,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
MS_Degree(K=30),mc_n300_p01_k25_000,maximum_clique,25.0,0.6125027919988497,577,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",30,30.0,mc_n300_p01_k25,MS_Degree_K30,0,0,1.9487270519966842,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_n300_p01_k25_000,maximum_clique,25.0,0.8011943509991397,120,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",5,5.0,mc_n300_p01_k25,MS_CTQW_K5_cheb_d50,0,0,2.094872601002862,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",mc_n300_p01_k25_000,maximum_clique,25.0,0.3149350410021725,240,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",10,10.0,mc_n300_p01_k25,MS_CTQW_K10_krylov_m30,0,0,1.7620443830019212,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,krylov_m30)",mc_n300_p01_k25_000,maximum_clique,25.0,0.5165393269999186,480,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",20,20.0,mc_n300_p01_k25,MS_CTQW_K20_krylov_m30,0,0,1.7930147890001535,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n300_p01_k25_000,maximum_clique,25.0,1.0023094110001693,240,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",10,10.0,mc_n300_p01_k25,MS_CTQW_K10_cheb_d50,0,0,2.866026885996689,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_n300_p01_k25_000,maximum_clique,25.0,1.027649700998154,480,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",20,20.0,mc_n300_p01_k25,MS_CTQW_K20_cheb_d50,0,0,2.4418691390019376,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n300_p01_k25_000,maximum_clique,25.0,0.6819463560022996,621,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",30,30.0,mc_n300_p01_k25,MS_CTQW_K30_krylov_m30,0,0,2.4709211049994337,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
ClassicalClique,mc_n300_p01_k25_000,maximum_clique,25.0,0.11185322100209305,25,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",0,,mc_n300_p01_k25,ClassicalClique,1,1,1.7534829880023608,300,external,ClassicalClique,N/A,ClassicalClique
"MS_CTQW(K=30,cheb_d50)",mc_n300_p01_k25_000,maximum_clique,25.0,1.1155243260000134,621,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",30,30.0,mc_n300_p01_k25,MS_CTQW_K30_cheb_d50,0,0,2.864175618000445,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Degree(K=5),mc_n300_p01_k25_000,maximum_clique,25.0,0.154763015001663,120,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",5,5.0,mc_n300_p01_k25,MS_Degree_K5,1,1,1.5086982290013111,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=5),mc_n300_p01_k25_000,maximum_clique,25.0,0.11897593199682888,40,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",5,5.0,mc_n300_p01_k25,MS_Random_K5,1,1,1.7229752490020473,300,external,MS_Random,N/A,MS_Random
MS_Random(K=10),mc_n300_p01_k25_000,maximum_clique,5.0,0.12156972700176993,30,5,25,0.16,False,"[230, 42, 212, 276, 191]",10,10.0,mc_n300_p01_k25,MS_Random_K10,1,1,1.4816112319967942,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p01_k25_000,maximum_clique,25.0,0.24747476800257573,240,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",10,10.0,mc_n300_p01_k25,MS_Degree_K10,1,1,1.6035924149982748,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p01_k25_000,maximum_clique,25.0,0.14801935000286903,125,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 212, 211, 98, 230, 104, 247, 248, 126]",20,20.0,mc_n300_p01_k25,MS_Random_K20,1,1,1.5636266540022916,300,external,MS_Random,N/A,MS_Random
MS_Random(K=30),mc_n300_p01_k25_000,maximum_clique,25.0,0.1655456709995633,117,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",30,30.0,mc_n300_p01_k25,MS_Random_K30,1,1,1.405551566000213,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p01_k25_000,maximum_clique,25.0,0.44289058499998646,480,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",20,20.0,mc_n300_p01_k25,MS_Degree_K20,1,1,1.739789807004854,300,external,MS_Degree,N/A,MS_Degree
MS_Degree(K=30),mc_n300_p01_k25_000,maximum_clique,25.0,0.5834785560000455,577,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",30,30.0,mc_n300_p01_k25,MS_Degree_K30,1,1,2.021829124998476,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n300_p01_k25_000,maximum_clique,25.0,0.2021601209999062,120,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",5,5.0,mc_n300_p01_k25,MS_CTQW_K5_krylov_m30,1,1,1.7028737029977492,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,krylov_m30)",mc_n300_p01_k25_000,maximum_clique,25.0,0.4557467289996566,240,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",10,10.0,mc_n300_p01_k25,MS_CTQW_K10_krylov_m30,1,1,2.0201390860020183,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n300_p01_k25_000,maximum_clique,25.0,0.9850531409974792,120,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",5,5.0,mc_n300_p01_k25,MS_CTQW_K5_cheb_d50,1,1,2.338722931999655,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_n300_p01_k25_000,maximum_clique,25.0,0.947458270995412,240,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",10,10.0,mc_n300_p01_k25,MS_CTQW_K10_cheb_d50,1,1,2.3245260629992117,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p01_k25_000,maximum_clique,25.0,0.4693966730046668,480,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",20,20.0,mc_n300_p01_k25,MS_CTQW_K20_krylov_m30,1,1,2.097705259999202,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n300_p01_k25_000,maximum_clique,25.0,0.9388065559978713,480,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",20,20.0,mc_n300_p01_k25,MS_CTQW_K20_cheb_d50,1,1,2.321444272994995,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n300_p01_k25_001,maximum_clique,25.0,0.07677482600411167,25,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",0,,mc_n300_p01_k25,ClassicalClique,0,0,1.435405025993532,300,external,ClassicalClique,N/A,ClassicalClique
"MS_CTQW(K=30,krylov_m30)",mc_n300_p01_k25_000,maximum_clique,25.0,0.5650278850007453,621,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",30,30.0,mc_n300_p01_k25,MS_CTQW_K30_krylov_m30,1,1,2.453724244995101,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
