algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,K,n_seeds_tried,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,display_name
MS_Random(K=10),mc_n500_p005_k30_003,maximum_clique,30.0,0.14696425100555643,50,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",10,10.0,mc_n500_p005_k30,MS_Random_K10,1,1,1.479291406001721,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n500_p005_k30_003,maximum_clique,30.0,0.3910634240019135,290,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",10,10.0,mc_n500_p005_k30,MS_Degree_K10,1,1,1.814044646002003,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n500_p005_k30_003,maximum_clique,30.0,0.21756991299480433,100,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",20,20.0,mc_n500_p005_k30,MS_Random_K20,1,1,1.5409698779985774,500,external,MS_Random,N/A,MS_Random
MS_Random(K=30),mc_n500_p005_k30_003,maximum_clique,30.0,0.21262543500051834,175,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",30,30.0,mc_n500_p005_k30,MS_Random_K30,1,1,1.504565741000988,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n500_p005_k30_003,maximum_clique,30.0,0.5626667370015639,580,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",20,20.0,mc_n500_p005_k30,MS_Degree_K20,1,1,1.9026509240065934,500,external,MS_Degree,N/A,MS_Degree
MS_Degree(K=30),mc_n500_p005_k30_003,maximum_clique,30.0,0.9126742479929817,870,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",30,30.0,mc_n500_p005_k30,MS_Degree_K30,1,1,2.3179223550032475,500,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n500_p005_k30_003,maximum_clique,30.0,0.43077728299977025,145,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_krylov_m30,1,1,1.7488518860045588,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n500_p005_k30_003,maximum_clique,30.0,0.6119399000017438,145,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_cheb_d50,1,1,1.9521991790024913,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",mc_n500_p005_k30_003,maximum_clique,30.0,0.4520446419992368,290,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_krylov_m30,1,1,1.7246990990024642,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,krylov_m30)",mc_n500_p005_k30_003,maximum_clique,30.0,0.6124605349978083,502,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_krylov_m30,1,1,2.1854670169996098,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n500_p005_k30_003,maximum_clique,30.0,1.2064622180041624,290,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_cheb_d50,1,1,3.3389665149952634,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n500_p005_k30_003,maximum_clique,30.0,1.0302708320014062,633,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_krylov_m30,1,1,2.5430109330045525,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n500_p005_k30_003,maximum_clique,30.0,1.4366813649976393,502,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_cheb_d50,1,1,3.261054441994929,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,cheb_d50)",mc_n500_p005_k30_003,maximum_clique,30.0,1.5145727190028992,633,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_cheb_d50,1,1,2.7620191800015164,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n500_p005_k30_004,maximum_clique,30.0,0.10966236500098603,30,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",0,,mc_n500_p005_k30,ClassicalClique,0,0,1.4663969370012637,500,external,ClassicalClique,N/A,ClassicalClique
MS_Random(K=5),mc_n500_p005_k30_004,maximum_clique,4.0,0.1234249400004046,11,4,30,0.1,False,"[158, 422, 134, 30]",5,5.0,mc_n500_p005_k30,MS_Random_K5,0,0,1.5088638340021134,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n500_p005_k30_004,maximum_clique,30.0,0.20889283799624536,145,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",5,5.0,mc_n500_p005_k30,MS_Degree_K5,0,0,1.4327514879987575,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n500_p005_k30_004,maximum_clique,30.0,0.15131907400063938,76,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",10,10.0,mc_n500_p005_k30,MS_Random_K10,0,0,1.5241552329971455,500,external,MS_Random,N/A,MS_Random
MS_Random(K=20),mc_n500_p005_k30_004,maximum_clique,30.0,0.18355116000020644,75,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 30, 158, 288, 414, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",20,20.0,mc_n500_p005_k30,MS_Random_K20,0,0,1.589053519994195,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n500_p005_k30_004,maximum_clique,30.0,0.2930409730033716,290,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",10,10.0,mc_n500_p005_k30,MS_Degree_K10,0,0,1.654280728995218,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n500_p005_k30_004,maximum_clique,30.0,0.16857281300326576,92,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 30, 414, 288, 158, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",30,30.0,mc_n500_p005_k30,MS_Random_K30,0,0,1.3926467940036673,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n500_p005_k30_004,maximum_clique,30.0,0.6370752660004655,580,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",20,20.0,mc_n500_p005_k30,MS_Degree_K20,0,0,2.0156771219990333,500,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n500_p005_k30_004,maximum_clique,30.0,0.2527619480024441,91,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_krylov_m30,0,0,1.531337143998826,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
MS_Degree(K=30),mc_n500_p005_k30_004,maximum_clique,30.0,1.0100732229984715,870,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",30,30.0,mc_n500_p005_k30,MS_Degree_K30,0,0,2.3402927149945754,500,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=10,krylov_m30)",mc_n500_p005_k30_004,maximum_clique,30.0,0.35326468299899716,157,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_krylov_m30,0,0,1.831353345005482,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n500_p005_k30_004,maximum_clique,30.0,0.8822552100027679,91,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_cheb_d50,0,0,2.2847642400010955,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n500_p005_k30_004,maximum_clique,30.0,0.46736475200304994,208,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_krylov_m30,0,0,1.950060618997668,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n500_p005_k30_004,maximum_clique,30.0,0.9682396630014409,157,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_cheb_d50,0,0,3.2560232920004637,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n500_p005_k30_004,maximum_clique,30.0,0.555586137001228,264,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_krylov_m30,0,0,2.2246846810012357,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n500_p005_k30_004,maximum_clique,30.0,0.9519032519965549,208,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_cheb_d50,0,0,2.8314856409997446,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,cheb_d50)",mc_n500_p005_k30_004,maximum_clique,30.0,1.139687994000269,264,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_cheb_d50,0,0,2.5496441069990396,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n500_p005_k30_004,maximum_clique,30.0,0.1753402489994187,30,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",0,,mc_n500_p005_k30,ClassicalClique,1,1,1.9335688170031062,500,external,ClassicalClique,N/A,ClassicalClique
MS_Random(K=5),mc_n500_p005_k30_004,maximum_clique,30.0,0.16560657400259515,37,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 414, 30, 288, 158, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",5,5.0,mc_n500_p005_k30,MS_Random_K5,1,1,1.4329746090006665,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n500_p005_k30_004,maximum_clique,30.0,0.21054669399745762,145,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",5,5.0,mc_n500_p005_k30,MS_Degree_K5,1,1,1.3045719910005573,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n500_p005_k30_004,maximum_clique,4.0,0.10569263600336853,22,4,30,0.1,False,"[26, 170, 251, 447]",10,10.0,mc_n500_p005_k30,MS_Random_K10,1,1,1.3954941109986976,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n500_p005_k30_004,maximum_clique,30.0,0.37303860699466895,290,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",10,10.0,mc_n500_p005_k30,MS_Degree_K10,1,1,1.7550775069976225,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n500_p005_k30_004,maximum_clique,30.0,0.18657191899546888,128,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 30, 158, 288, 414, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",20,20.0,mc_n500_p005_k30,MS_Random_K20,1,1,1.3975772409976344,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n500_p005_k30_004,maximum_clique,30.0,0.578145997998945,580,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",20,20.0,mc_n500_p005_k30,MS_Degree_K20,1,1,1.8931994009981281,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n500_p005_k30_004,maximum_clique,4.0,0.18583367199607892,68,4,30,0.0,False,"[313, 346, 211, 230]",30,30.0,mc_n500_p005_k30,MS_Random_K30,1,1,1.5329934300025343,500,external,MS_Random,N/A,MS_Random
"MS_CTQW(K=5,krylov_m30)",mc_n500_p005_k30_004,maximum_clique,30.0,0.22404019700479694,91,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_krylov_m30,1,1,1.6183693370039691,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n500_p005_k30_004,maximum_clique,30.0,0.6532524050053325,91,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_cheb_d50,1,1,1.9227788110001711,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Degree(K=30),mc_n500_p005_k30_004,maximum_clique,30.0,1.1426554740028223,870,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",30,30.0,mc_n500_p005_k30,MS_Degree_K30,1,1,2.61154994500248,500,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=10,krylov_m30)",mc_n500_p005_k30_004,maximum_clique,30.0,0.3158940769935725,157,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_krylov_m30,1,1,1.609669600999041,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n500_p005_k30_004,maximum_clique,30.0,0.7416717420055647,157,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_cheb_d50,1,1,2.298838648996025,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n500_p005_k30_004,maximum_clique,30.0,0.35222568300378043,208,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_krylov_m30,1,1,1.7577246930013644,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n500_p005_k30_004,maximum_clique,30.0,0.9182770219995291,208,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_cheb_d50,1,1,2.2450814610056113,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n500_p005_k30_004,maximum_clique,30.0,0.6256819850023021,264,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_krylov_m30,1,1,2.4577462559973355,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
ClassicalClique,mc_n500_p01_k20_000,maximum_clique,20.0,0.1833105869955034,20,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",0,,mc_n500_p01_k20,ClassicalClique,0,0,1.7687477610015776,500,external,ClassicalClique,N/A,ClassicalClique
"MS_CTQW(K=30,cheb_d50)",mc_n500_p005_k30_004,maximum_clique,30.0,0.9967160019950825,264,30,30,1.0,False,"[393, 395, 269, 18, 152, 26, 285, 158, 414, 288, 30, 292, 37, 422, 170, 431, 312, 317, 447, 67, 329, 460, 205, 348, 359, 105, 106, 246, 375, 376]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_cheb_d50,1,1,2.5110741490061628,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Random(K=5),mc_n500_p01_k20_000,maximum_clique,4.0,0.14497790099994745,15,4,20,0.0,False,"[441, 155, 316, 457]",5,5.0,mc_n500_p01_k20,MS_Random_K5,0,0,1.7891168010028196,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n500_p01_k20_000,maximum_clique,20.0,0.2035275649977848,95,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",5,5.0,mc_n500_p01_k20,MS_Degree_K5,0,0,1.754194267996354,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n500_p01_k20_000,maximum_clique,4.0,0.23009279599500587,30,4,20,0.0,False,"[424, 417, 225, 8]",10,10.0,mc_n500_p01_k20,MS_Random_K10,0,0,1.7048643460002495,500,external,MS_Random,N/A,MS_Random
MS_Random(K=20),mc_n500_p01_k20_000,maximum_clique,5.0,0.3535970070006442,68,5,20,0.2,False,"[101, 201, 149, 281, 28]",20,20.0,mc_n500_p01_k20,MS_Random_K20,0,0,1.6353215430062846,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n500_p01_k20_000,maximum_clique,20.0,0.3885477290023118,158,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",10,10.0,mc_n500_p01_k20,MS_Degree_K10,0,0,1.7404767449988867,500,external,MS_Degree,N/A,MS_Degree
MS_Degree(K=20),mc_n500_p01_k20_000,maximum_clique,20.0,0.5295359419978922,238,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",20,20.0,mc_n500_p01_k20,MS_Degree_K20,0,0,1.9440916200037464,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n500_p01_k20_000,maximum_clique,5.0,0.363455853999767,100,5,20,0.0,False,"[390, 330, 19, 467, 22]",30,30.0,mc_n500_p01_k20,MS_Random_K30,0,0,1.6813636950028013,500,external,MS_Random,N/A,MS_Random
"MS_CTQW(K=5,krylov_m30)",mc_n500_p01_k20_000,maximum_clique,20.0,0.24819415400270373,95,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",5,5.0,mc_n500_p01_k20,MS_CTQW_K5_krylov_m30,0,0,1.5804666949989041,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
MS_Degree(K=30),mc_n500_p01_k20_000,maximum_clique,20.0,0.8626304080025875,317,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",30,30.0,mc_n500_p01_k20,MS_Degree_K30,0,0,2.2748839630003204,500,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_n500_p01_k20_000,maximum_clique,20.0,0.6910840359996655,95,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",5,5.0,mc_n500_p01_k20,MS_CTQW_K5_cheb_d50,0,0,2.1884451560035814,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",mc_n500_p01_k20_000,maximum_clique,20.0,0.4964082070000586,190,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",10,10.0,mc_n500_p01_k20,MS_CTQW_K10_krylov_m30,0,0,2.2044060319967684,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,krylov_m30)",mc_n500_p01_k20_000,maximum_clique,20.0,0.8587200789988856,365,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",20,20.0,mc_n500_p01_k20,MS_CTQW_K20_krylov_m30,0,0,2.2405341760022566,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n500_p01_k20_000,maximum_clique,20.0,0.8357768839996425,190,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",10,10.0,mc_n500_p01_k20,MS_CTQW_K10_cheb_d50,0,0,2.5173737810036982,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n500_p01_k20_000,maximum_clique,20.0,1.1698922900031903,412,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",30,30.0,mc_n500_p01_k20,MS_CTQW_K30_krylov_m30,0,0,2.7476899290049914,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n500_p01_k20_000,maximum_clique,20.0,1.2580420039957971,365,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",20,20.0,mc_n500_p01_k20,MS_CTQW_K20_cheb_d50,0,0,2.8716969239976606,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n500_p01_k20_000,maximum_clique,20.0,0.14699332100281026,20,20,20,1.0,False,"[258, 141, 147, 148, 281, 283, 28, 288, 423, 168, 49, 181, 453, 201, 347, 481, 356, 101, 236, 112]",0,,mc_n500_p01_k20,ClassicalClique,1,1,1.649508982001862,500,external,ClassicalClique,N/A,ClassicalClique
MS_Random(K=5),mc_n500_p01_k20_000,maximum_clique,4.0,0.10346894399845041,15,4,20,0.0,False,"[129, 459, 61, 254]",5,5.0,mc_n500_p01_k20,MS_Random_K5,1,1,1.7153383570039296,500,external,MS_Random,N/A,MS_Random
