algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,K,n_seeds_tried,ctqw_seed_reused,beta,display_name
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n200_p005_k16_001,maximum_clique,16.0,0.1907790999975986,236,16,16,0.9375,False,"[160, 64, 37, 134, 136, 168, 76, 172, 77, 15, 19, 52, 21, 86, 22, 190]",mc_mislead_n200_p005_k16,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,3.277827399997477,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n200_p005_k16_001,maximum_clique,16.0,0.18991509999978,236,16,16,0.9375,False,"[160, 64, 37, 134, 136, 168, 76, 172, 77, 15, 19, 52, 21, 86, 22, 190]",mc_mislead_n200_p005_k16,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.2788211000006413,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n200_p005_k16_001,maximum_clique,16.0,0.1911749000028066,236,16,16,0.9375,False,"[160, 64, 37, 134, 136, 168, 76, 172, 77, 15, 19, 52, 21, 86, 22, 190]",mc_mislead_n200_p005_k16,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.3008618999992905,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n200_p005_k16_002,maximum_clique,12.0,0.01580549999926,12,12,16,0.6875,False,"[131, 4, 101, 70, 135, 71, 76, 155, 114, 59, 188, 191]",mc_mislead_n200_p005_k16,ClassicalClique,0,0,3.16927239999859,200,external,ClassicalClique,,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.0284081999998306,30,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 19, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_Random_K5,0,0,3.2344649999977264,200,external,MS_Random,,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n200_p005_k16_002,maximum_clique,15.0,0.0478005000004486,58,15,16,0.875,False,"[131, 4, 101, 38, 71, 135, 76, 155, 13, 176, 114, 179, 182, 59, 191]",mc_mislead_n200_p005_k16,MS_Degree_K5,0,0,3.2309530999991694,200,external,MS_Degree,,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n200_p005_k16_002,maximum_clique,14.0,0.0370347999996738,39,14,16,0.8125,False,"[98, 131, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 155, 188]",mc_mislead_n200_p005_k16,MS_Random_K10,0,0,3.164293900001212,200,external,MS_Random,,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.1010069999974803,120,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_Degree_K10,0,0,3.146381599999586,200,external,MS_Degree,,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.0976622999987739,111,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 19, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_Random_K20,0,0,3.155011299997568,200,external,MS_Random,,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.191704099997878,239,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_Degree_K20,0,0,3.275498199996946,200,external,MS_Degree,,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.0521926000001258,64,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_CTQW_K5_cheb_d50,0,0,3.161641899998358,200,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.0998800000015762,126,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_CTQW_K10_cheb_d50,0,0,3.158924900002603,200,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.1906111999996937,237,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_CTQW_K20_cheb_d50,0,0,3.238326300001063,200,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.0521795999993628,64,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.1153654999980063,200,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.0527805000019725,64,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.262789799999154,200,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.0526362000018707,64,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.169476700000814,200,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.0994398000002547,120,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.208496200000809,200,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.0999405000002298,125,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.249214399998891,200,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.1018193999989307,126,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.2054726999995182,200,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.1958033999981125,240,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,3.332513400000608,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.1894647999979497,237,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.2933411999983946,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n200_p005_k16_002,maximum_clique,16.0,0.1902507000013429,237,16,16,0.9375,False,"[131, 4, 101, 38, 71, 135, 76, 13, 111, 176, 114, 179, 150, 59, 188, 191]",mc_mislead_n200_p005_k16,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.285546499999328,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n200_p005_k16_003,maximum_clique,13.0,0.0157631000001856,13,13,16,0.75,False,"[33, 3, 69, 198, 10, 91, 109, 176, 51, 53, 119, 120, 155]",mc_mislead_n200_p005_k16,ClassicalClique,0,0,3.149056300000666,200,external,ClassicalClique,,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.026710299996921,30,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 155, 173, 109, 112, 176, 51, 181, 53, 120, 91]",mc_mislead_n200_p005_k16,MS_Random_K5,0,0,3.23323259999961,200,external,MS_Random,,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.0494858999991265,61,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_Degree_K5,0,0,3.160807600001135,200,external,MS_Degree,,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.0419612000005145,46,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 155, 173, 109, 112, 176, 51, 181, 53, 120, 91]",mc_mislead_n200_p005_k16,MS_Random_K10,0,0,3.1064822999978787,200,external,MS_Random,,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.0917647999995097,114,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_Degree_K10,0,0,3.146432300000015,200,external,MS_Degree,,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.0915277999993122,109,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 181, 53, 120, 155]",mc_mislead_n200_p005_k16,MS_Random_K20,0,0,3.208243799999764,200,external,MS_Random,,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.183648300000641,230,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_Degree_K20,0,0,3.2938241999981983,200,external,MS_Degree,,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.0494982999989588,61,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_CTQW_K5_cheb_d50,0,0,3.176479000001564,200,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.0927794000017456,118,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_CTQW_K10_cheb_d50,0,0,3.151964399999997,200,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.186420399997587,234,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_CTQW_K20_cheb_d50,0,0,3.2341932999988785,200,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.0504380999991553,61,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.1976189999986677,200,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.0507725999996182,61,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.186521499999799,200,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.0506935000012163,61,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.0965353999999934,200,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.0941466999975091,116,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.184946000001218,200,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.1039443999979994,116,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.2063730000008945,200,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.09391549999782,118,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.221768899999006,200,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.1843622999986109,234,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,3.248391200002516,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.1842239000034169,234,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.361779200000456,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n200_p005_k16_003,maximum_clique,16.0,0.1841167000020505,234,16,16,0.9375,False,"[33, 3, 69, 198, 105, 10, 91, 173, 109, 112, 176, 51, 53, 181, 120, 155]",mc_mislead_n200_p005_k16,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.2421342999987246,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n200_p005_k16_004,maximum_clique,12.0,0.0153568999994604,12,12,16,0.6875,False,"[97, 2, 129, 164, 134, 45, 110, 156, 52, 149, 24, 124]",mc_mislead_n200_p005_k16,ClassicalClique,0,0,3.122703299999557,200,external,ClassicalClique,,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n200_p005_k16_004,maximum_clique,11.0,0.0203767999992123,21,11,16,0.625,False,"[129, 164, 134, 166, 105, 175, 49, 52, 24, 121, 156]",mc_mislead_n200_p005_k16,MS_Random_K5,0,0,3.223609900000156,200,external,MS_Random,,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.0529249999999592,63,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_Degree_K5,0,0,3.148460300002625,200,external,MS_Degree,,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.0519334999989951,63,16,16,1.0,False,"[129, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 24, 121, 156]",mc_mislead_n200_p005_k16,MS_Random_K10,0,0,3.206330099998013,200,external,MS_Random,,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.0968229999998584,121,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_Degree_K10,0,0,3.206175200000871,200,external,MS_Degree,,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.0978246999984548,119,16,16,1.0,False,"[129, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 24, 121, 156]",mc_mislead_n200_p005_k16,MS_Random_K20,0,0,3.2026006000014604,200,external,MS_Random,,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.1843244000010599,234,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_Degree_K20,0,0,3.298196100000496,200,external,MS_Degree,,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.0498187000011967,61,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_CTQW_K5_cheb_d50,0,0,3.1524367999991227,200,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.0977945999984513,122,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_CTQW_K10_cheb_d50,0,0,3.226360599997861,200,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.1838005999998131,234,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_CTQW_K20_cheb_d50,0,0,3.327649099999689,200,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.0543533000018214,61,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.3232733000004373,200,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.0507101999974111,61,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.2025443999991694,200,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.0499406000017188,61,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.1656880999980785,200,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.0945963000012852,122,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.2161189999969797,200,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.0975511000033293,122,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.234993800000666,200,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.0971103000010771,122,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.216564099999232,200,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.1856268999981694,234,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,3.2904354999991483,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.1898951000002853,234,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.267381800000294,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n200_p005_k16_004,maximum_clique,16.0,0.1901864000028581,234,16,16,0.9375,False,"[129, 66, 2, 195, 164, 134, 105, 45, 110, 175, 124, 49, 52, 149, 121, 156]",mc_mislead_n200_p005_k16,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.342586200000369,200,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n200_p01_k16_000,maximum_clique,13.0,0.0185351000000082,13,13,16,0.75,False,"[66, 3, 131, 132, 100, 136, 137, 75, 140, 76, 18, 51, 118]",mc_mislead_n200_p01_k16,ClassicalClique,0,0,3.256572199999937,200,external,ClassicalClique,,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n200_p01_k16_000,maximum_clique,12.0,0.0266223999969952,25,12,16,0.6875,False,"[65, 66, 131, 100, 67, 132, 137, 75, 18, 51, 53, 118]",mc_mislead_n200_p01_k16,MS_Random_K5,0,0,3.124361700000009,200,external,MS_Random,,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n200_p01_k16_000,maximum_clique,14.0,0.0495473000009951,51,14,16,0.8125,False,"[65, 66, 67, 100, 3, 132, 136, 137, 140, 47, 18, 51, 20, 87]",mc_mislead_n200_p01_k16,MS_Degree_K5,0,0,3.133230300001742,200,external,MS_Degree,,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n200_p01_k16_000,maximum_clique,16.0,0.0540283999980601,57,16,16,1.0,False,"[65, 66, 3, 132, 100, 131, 67, 136, 137, 75, 140, 47, 18, 51, 20, 118]",mc_mislead_n200_p01_k16,MS_Random_K10,0,0,3.151624500002072,200,external,MS_Random,,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n200_p01_k16_000,maximum_clique,15.0,0.1009095999979763,109,15,16,0.875,False,"[65, 161, 67, 100, 3, 131, 132, 136, 137, 75, 140, 47, 18, 51, 118]",mc_mislead_n200_p01_k16,MS_Degree_K10,0,0,3.202508499998657,200,external,MS_Degree,,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n200_p01_k16_000,maximum_clique,16.0,0.1105859000017517,113,16,16,1.0,False,"[65, 66, 3, 132, 100, 131, 67, 136, 137, 75, 140, 47, 18, 51, 20, 118]",mc_mislead_n200_p01_k16,MS_Random_K20,0,0,3.161286899998231,200,external,MS_Random,,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n200_p01_k16_000,maximum_clique,15.0,0.197973099999217,214,15,16,0.875,False,"[65, 161, 67, 100, 3, 131, 132, 136, 137, 75, 140, 47, 18, 51, 118]",mc_mislead_n200_p01_k16,MS_Degree_K20,0,0,3.303132100001676,200,external,MS_Degree,,20,20.0,,,MS_Degree
